link_type,sign_a,sign_b,shared_following_sign,shared_preceding_sign,bigram_total,total_common_right,total_common_left,common_right_signs,common_left_signs
consonant-candidate,AB 57,AB 68,AB 36,,4,1,,AB 36,
consonant-candidate,AB 57,AB 14,AB 36,,4,1,,AB 36,
consonant-candidate,AB 50,AB 68,AB 36,,4,1,,AB 36,
consonant-candidate,AB 45,AB 68,AB 36,,4,1,,AB 36,
consonant-candidate,AB 68,AB 14,AB 36,,4,1,,AB 36,
consonant-candidate,AB 72,AB 61,AB 29,,4,2,,"AB 29, AB 73",
consonant-candidate,AB 72,AB 50,AB 29,,4,2,,"AB 29, AB 59",
consonant-candidate,AB 72,AB 71,AB 29,,4,2,,"AB 29, AB 66",
consonant-candidate,AB 72,AB 08,AB 29,,4,3,,"AB 29, AB 59, AB 66",
consonant-candidate,AB 72,AB 47,AB 29,,4,2,,"AB 29, AB 59",
consonant-candidate,AB 61,AB 50,AB 29,,4,1,,AB 29,
consonant-candidate,AB 61,AB 36,AB 29,,4,2,,"AB 29, AB 87",
consonant-candidate,AB 61,AB 71,AB 29,,4,1,,AB 29,
consonant-candidate,AB 61,AB 08,AB 29,,4,1,,AB 29,
consonant-candidate,AB 61,AB 47,AB 29,,4,1,,AB 29,
consonant-candidate,AB 61,AB 56,AB 29,,4,1,,AB 29,
consonant-candidate,AB 01,AB 71,AB 29,,4,3,,"AB 26, AB 29, AB 66",
consonant-candidate,AB 75,AB 50,AB 29,,4,1,,AB 29,
consonant-candidate,AB 75,AB 71,AB 29,,4,2,,"AB 26, AB 29",
consonant-candidate,AB 75,AB 08,AB 29,,4,2,,"AB 26, AB 29",
consonant-candidate,AB 75,AB 47,AB 29,,4,2,,"AB 26, AB 29",
consonant-candidate,AB 71,AB 47,AB 29,,4,2,,"AB 26, AB 29",
consonant-candidate,AB 23,AB 17,AB 22f,,4,1,,AB 22f,
consonant-candidate,AB 73,AB 62,AB 44,,4,3,,"AB 30, AB 44, AB 66",
consonant-candidate,AB 73,AB 57,AB 44,,4,3,,"AB 44, AB 66, AB 75",
consonant-candidate,AB 73,AB 52,AB 44,,4,2,,"AB 44, AB 66",
consonant-candidate,AB 57,AB 64,AB 44,,4,1,,AB 44,
consonant-candidate,AB 26,AB 53,AB 59,,4,1,,AB 59,
consonant-candidate,AB 26,AB 72,AB 59,,4,2,,"AB 59, AB 66",
consonant-candidate,AB 26,AB 77,AB 59,,4,3,,"AB 30, AB 59, AB 66",
consonant-candidate,AB 26,AB 58,AB 59,,4,1,,AB 59,
consonant-candidate,AB 10,AB 47,AB 59,,4,2,,"AB 32, AB 59",
consonant-candidate,AB 10,AB 53,AB 59,,4,1,,AB 59,
consonant-candidate,AB 10,AB 44,AB 59,,4,1,,AB 59,
consonant-candidate,AB 10,AB 30,AB 59,,4,1,,AB 59,
consonant-candidate,AB 47,AB 53,AB 59,,4,1,,AB 59,
consonant-candidate,AB 47,AB 58,AB 59,,4,1,,AB 59,
consonant-candidate,AB 36,AB 53,AB 59,,4,1,,AB 59,
consonant-candidate,AB 59,AB 53,AB 59,,4,1,,AB 59,
consonant-candidate,AB 01,AB 53,AB 59,,4,1,,AB 59,
consonant-candidate,AB 45,AB 53,AB 59,,4,1,,AB 59,
consonant-candidate,AB 49,AB 53,AB 59,,4,1,,AB 59,
consonant-candidate,AB 53,AB 72,AB 59,,4,1,,AB 59,
consonant-candidate,AB 53,AB 44,AB 59,,4,1,,AB 59,
consonant-candidate,AB 53,AB 34,AB 59,,4,1,,AB 59,
consonant-candidate,AB 53,AB 30,AB 59,,4,1,,AB 59,
consonant-candidate,AB 53,AB 04,AB 59,,4,1,,AB 59,
consonant-candidate,AB 53,AB 77,AB 59,,4,1,,AB 59,
consonant-candidate,AB 53,AB 58,AB 59,,4,1,,AB 59,
consonant-candidate,AB 72,AB 34,AB 59,,4,1,,AB 59,
consonant-candidate,AB 72,AB 30,AB 59,,4,1,,AB 59,
consonant-candidate,AB 44,AB 34,AB 59,,4,2,,"AB 30, AB 59",
consonant-candidate,AB 44,AB 77,AB 59,,4,4,,"AB 30, AB 59, AB 66, AB 73",
consonant-candidate,AB 44,AB 58,AB 59,,4,1,,AB 59,
consonant-candidate,AB 34,AB 30,AB 59,,4,2,,"AB 30, AB 59",
consonant-candidate,AB 34,AB 58,AB 59,,4,1,,AB 59,
consonant-candidate,AB 30,AB 77,AB 59,,4,3,,"AB 30, AB 59, AB 77",
consonant-candidate,AB 30,AB 58,AB 59,,4,1,,AB 59,
consonant-candidate,AB 35,AB 88,AB 26,,4,1,,AB 26,
consonant-candidate,AB 35,AB 14,AB 26,,4,1,,AB 26,
consonant-candidate,AB 35,AB 75,AB 26,,4,1,,AB 26,
consonant-candidate,AB 88,AB 30,AB 26,,4,1,,AB 26,
consonant-candidate,AB 88,AB 09,AB 26,,4,1,,AB 26,
consonant-candidate,AB 46,AB 44,AB 30,,4,1,,AB 30,
consonant-candidate,AB 46,AB 55,AB 30,,4,1,,AB 30,
consonant-candidate,AB 46,AB 34,AB 30,,4,1,,AB 30,
consonant-candidate,AB 73,AB 35,AB 30,,4,1,,AB 30,
consonant-candidate,AB 73,AB 55,AB 30,,4,2,,"AB 30, AB 73",
consonant-candidate,AB 73,AB 34,AB 30,,4,1,,AB 30,
consonant-candidate,AB 44,AB 55,AB 30,,4,2,,"AB 30, AB 73",
consonant-candidate,AB 35,AB 55,AB 30,,4,1,,AB 30,
consonant-candidate,AB 55,AB 34,AB 30,,4,1,,AB 30,
consonant-candidate,AB 85,AB 44,AB 85,,4,2,,"AB 46, AB 85",
consonant-candidate,AB 43,AB 77,AB 77,,4,1,,AB 77,
consonant-candidate,AB 43,AB 87,AB 77,,4,1,,AB 77,
consonant-candidate,AB 43,AB 02,AB 77,,4,1,,AB 77,
consonant-candidate,AB 45,AB 98,AB 66,,4,1,,AB 66,
consonant-candidate,AB 45,AB 89,AB 66,,4,1,,AB 66,
consonant-candidate,AB 45,AB 40,AB 66,,4,1,,AB 66,
consonant-candidate,AB 71,AB 98,AB 66,,4,1,,AB 66,
consonant-candidate,AB 71,AB 89,AB 66,,4,1,,AB 66,
consonant-candidate,AB 71,AB 40,AB 66,,4,1,,AB 66,
consonant-candidate,AB 71,AB 77,AB 66,,4,1,,AB 66,
consonant-candidate,AB 73,AB 98,AB 66,,4,1,,AB 66,
consonant-candidate,AB 73,AB 89,AB 66,,4,1,,AB 66,
consonant-candidate,AB 73,AB 65,AB 66,,4,1,,AB 66,
consonant-candidate,AB 73,AB 05,AB 66,,4,1,,AB 66,
consonant-candidate,AB 73,AB 40,AB 66,,4,1,,AB 66,
consonant-candidate,AB 98,AB 72,AB 66,,4,1,,AB 66,
consonant-candidate,AB 98,AB 89,AB 66,,4,1,,AB 66,
consonant-candidate,AB 98,AB 09,AB 66,,4,1,,AB 66,
consonant-candidate,AB 98,AB 65,AB 66,,4,1,,AB 66,
consonant-candidate,AB 98,AB 44,AB 66,,4,1,,AB 66,
consonant-candidate,AB 98,AB 05,AB 66,,4,1,,AB 66,
consonant-candidate,AB 98,AB 40,AB 66,,4,1,,AB 66,
consonant-candidate,AB 98,AB 29,AB 66,,4,1,,AB 66,
consonant-candidate,AB 98,AB 77,AB 66,,4,1,,AB 66,
consonant-candidate,AB 72,AB 89,AB 66,,4,1,,AB 66,
consonant-candidate,AB 72,AB 65,AB 66,,4,1,,AB 66,
consonant-candidate,AB 72,AB 05,AB 66,,4,1,,AB 66,
consonant-candidate,AB 72,AB 40,AB 66,,4,1,,AB 66,
consonant-candidate,AB 89,AB 05,AB 66,,4,1,,AB 66,
consonant-candidate,AB 89,AB 40,AB 66,,4,1,,AB 66,
consonant-candidate,AB 89,AB 77,AB 66,,4,1,,AB 66,
consonant-candidate,AB 65,AB 40,AB 66,,4,1,,AB 66,
consonant-candidate,AB 44,AB 05,AB 66,,4,1,,AB 66,
consonant-candidate,AB 44,AB 40,AB 66,,4,1,,AB 66,
consonant-candidate,AB 05,AB 40,AB 66,,4,1,,AB 66,
consonant-candidate,AB 05,AB 77,AB 66,,4,1,,AB 66,
consonant-candidate,AB 40,AB 29,AB 66,,4,1,,AB 66,
consonant-candidate,AB 40,AB 77,AB 66,,4,1,,AB 66,
consonant-candidate,AB 64,AB 09,AB 46,,4,1,,AB 46,
consonant-candidate,AB 26,AB 11,AB 05,,4,1,,AB 05,
consonant-candidate,AB 11,AB 01,AB 05,,4,1,,AB 05,
vowel-candidate,AB 43,AB 57,,AB 63,4,,1,,AB 63
vowel-candidate,AB 43,AB 56,,AB 63,4,,3,,"AB 02, AB 50, AB 63"
vowel-candidate,AB 43,AB 62,,AB 63,4,,2,,"AB 50, AB 63"
vowel-candidate,AB 43,AB 38,,AB 63,4,,1,,AB 63
vowel-candidate,AB 43,AB 49,,AB 63,4,,2,,"AB 30, AB 63"
vowel-candidate,AB 57,AB 56,,AB 63,4,,9,,"AB 04, AB 06, AB 08, AB 24, AB 36"
vowel-candidate,AB 57,AB 62,,AB 63,4,,6,,"AB 06, AB 08, AB 36, AB 45, AB 52"
vowel-candidate,AB 57,AB 38,,AB 63,4,,3,,"AB 45, AB 56, AB 63"
vowel-candidate,AB 57,AB 49,,AB 63,4,,10,,"AB 04, AB 06, AB 08, AB 24, AB 36"
vowel-candidate,AB 56,AB 62,,AB 63,4,,16,,"AB 01, AB 06, AB 07, AB 08, AB 23"
vowel-candidate,AB 56,AB 38,,AB 63,4,,5,,"AB 07, AB 10, AB 26, AB 56, AB 63"
vowel-candidate,AB 56,AB 49,,AB 63,4,,17,,"AB 04, AB 06, AB 07, AB 08, AB 23"
vowel-candidate,AB 62,AB 38,,AB 63,4,,5,,"AB 07, AB 26, AB 45, AB 51, AB 63"
vowel-candidate,AB 62,AB 49,,AB 63,4,,14,,"AB 06, AB 07, AB 08, AB 23, AB 26"
vowel-candidate,AB 38,AB 49,,AB 63,4,,7,,"AB 03, AB 07, AB 26, AB 45, AB 51"
vowel-candidate,AB 56,AB 63,,AB 10,4,,5,,"AB 01, AB 06, AB 10, AB 23, AB 52"
vowel-candidate,AB 56,AB 08,,AB 10,4,,15,,"AB 01, AB 02, AB 04, AB 06, AB 10"
vowel-candidate,AB 56,AB 59,,AB 10,4,,15,,"AB 01, AB 04, AB 06, AB 08, AB 10"
vowel-candidate,AB 56,AB 07,,AB 10,4,,15,,"AB 04, AB 07, AB 08, AB 10, AB 23"
vowel-candidate,AB 63,AB 08,,AB 10,4,,5,,"AB 01, AB 06, AB 09, AB 10, AB 52"
vowel-candidate,AB 63,AB 59,,AB 10,4,,3,,"AB 01, AB 06, AB 10"
vowel-candidate,AB 63,AB 07,,AB 10,4,,3,,"AB 10, AB 23, AB 52"
vowel-candidate,AB 08,AB 59,,AB 10,4,,15,,"AB 01, AB 04, AB 06, AB 10, AB 22f"
vowel-candidate,AB 08,AB 07,,AB 10,4,,12,,"AB 03, AB 04, AB 10, AB 24, AB 32"
vowel-candidate,AB 59,AB 07,,AB 10,4,,8,,"AB 04, AB 08, AB 10, AB 24, AB 26"
vowel-candidate,AB 65,AB 96,,AB 56,4,,1,,AB 56
vowel-candidate,AB 65,AB 38,,AB 56,4,,4,,"AB 03, AB 07, AB 51, AB 56"
vowel-candidate,AB 65,AB 57,,AB 56,4,,7,,"AB 04, AB 06, AB 08, AB 47, AB 52"
vowel-candidate,AB 65,AB 06,,AB 56,4,,10,,"AB 01, AB 06, AB 07, AB 08, AB 29"
vowel-candidate,AB 65,AB 07,,AB 56,4,,11,,"AB 03, AB 04, AB 07, AB 08, AB 23"
vowel-candidate,AB 65,AB 13,,AB 56,4,,5,,"AB 03, AB 04, AB 49, AB 51, AB 56"
vowel-candidate,AB 65,AB 36,,AB 56,4,,11,,"AB 01, AB 02, AB 04, AB 06, AB 07"
vowel-candidate,AB 65,AB 34,,AB 56,4,,6,,"AB 04, AB 29, AB 49, AB 51, AB 56"
vowel-candidate,AB 65,AB 49,,AB 56,4,,14,,"AB 03, AB 04, AB 06, AB 07, AB 08"
vowel-candidate,AB 65,AB 29,,AB 56,4,,14,,"AB 01, AB 02, AB 04, AB 06, AB 07"
vowel-candidate,AB 96,AB 38,,AB 56,4,,1,,AB 56
vowel-candidate,AB 96,AB 57,,AB 56,4,,1,,AB 56
vowel-candidate,AB 96,AB 06,,AB 56,4,,1,,AB 56
vowel-candidate,AB 96,AB 07,,AB 56,4,,1,,AB 56
vowel-candidate,AB 96,AB 13,,AB 56,4,,2,,"AB 13, AB 56"
vowel-candidate,AB 96,AB 36,,AB 56,4,,1,,AB 56
vowel-candidate,AB 96,AB 34,,AB 56,4,,1,,AB 56
vowel-candidate,AB 96,AB 49,,AB 56,4,,1,,AB 56
vowel-candidate,AB 96,AB 29,,AB 56,4,,1,,AB 56
vowel-candidate,AB 38,AB 13,,AB 56,4,,4,,"AB 03, AB 26, AB 51, AB 56"
vowel-candidate,AB 38,AB 34,,AB 56,4,,3,,"AB 26, AB 51, AB 56"
vowel-candidate,AB 38,AB 29,,AB 56,4,,4,,"AB 07, AB 45, AB 51, AB 56"
vowel-candidate,AB 57,AB 06,,AB 56,4,,9,,"AB 06, AB 08, AB 24, AB 36, AB 45"
vowel-candidate,AB 57,AB 07,,AB 56,4,,6,,"AB 04, AB 08, AB 24, AB 36, AB 52"
vowel-candidate,AB 57,AB 13,,AB 56,4,,2,,"AB 04, AB 56"
vowel-candidate,AB 57,AB 34,,AB 56,4,,5,,"AB 04, AB 24, AB 36, AB 56, AB 66"
vowel-candidate,AB 57,AB 29,,AB 56,4,,8,,"AB 04, AB 06, AB 08, AB 36, AB 45"
vowel-candidate,AB 06,AB 13,,AB 56,4,,4,,"AB 26, AB 51, AB 56, AB 62"
vowel-candidate,AB 06,AB 36,,AB 56,4,,13,,"AB 01, AB 06, AB 07, AB 08, AB 24"
vowel-candidate,AB 06,AB 34,,AB 56,4,,7,,"AB 24, AB 26, AB 29, AB 36, AB 51"
vowel-candidate,AB 06,AB 49,,AB 56,4,,14,,"AB 06, AB 07, AB 08, AB 24, AB 26"
vowel-candidate,AB 06,AB 29,,AB 56,4,,13,,"AB 01, AB 06, AB 07, AB 08, AB 29"
vowel-candidate,AB 07,AB 13,,AB 56,4,,7,,"AB 03, AB 04, AB 26, AB 49, AB 51"
vowel-candidate,AB 07,AB 36,,AB 56,4,,11,,"AB 04, AB 07, AB 08, AB 24, AB 26"
vowel-candidate,AB 07,AB 34,,AB 56,4,,8,,"AB 04, AB 24, AB 26, AB 36, AB 46"
vowel-candidate,AB 07,AB 49,,AB 56,4,,16,,"AB 03, AB 04, AB 07, AB 08, AB 23"
vowel-candidate,AB 07,AB 29,,AB 56,4,,11,,"AB 04, AB 07, AB 08, AB 32, AB 36"
vowel-candidate,AB 13,AB 36,,AB 56,4,,6,,"AB 04, AB 22f, AB 26, AB 49, AB 56"
vowel-candidate,AB 13,AB 34,,AB 56,4,,5,,"AB 04, AB 26, AB 49, AB 51, AB 56"
vowel-candidate,AB 13,AB 49,,AB 56,4,,7,,"AB 03, AB 04, AB 26, AB 49, AB 51"
vowel-candidate,AB 13,AB 29,,AB 56,4,,3,,"AB 04, AB 51, AB 56"
vowel-candidate,AB 36,AB 34,,AB 56,4,,7,,"AB 04, AB 24, AB 26, AB 29, AB 36"
vowel-candidate,AB 36,AB 29,,AB 56,4,,12,,"AB 01, AB 02, AB 04, AB 06, AB 07"
vowel-candidate,AB 34,AB 49,,AB 56,4,,9,,"AB 04, AB 24, AB 26, AB 29, AB 36"
vowel-candidate,AB 34,AB 29,,AB 56,4,,6,,"AB 04, AB 29, AB 36, AB 51, AB 56"
vowel-candidate,AB 49,AB 29,,AB 56,4,,10,,"AB 04, AB 06, AB 07, AB 08, AB 29"
vowel-candidate,AB 24,AB 62,,AB 50,4,,11,,"AB 01, AB 06, AB 07, AB 08, AB 36"
vowel-candidate,AB 29,AB 62,,AB 50,4,,11,,"AB 01, AB 06, AB 07, AB 08, AB 29"
vowel-candidate,AB 22f,AB 48,,AB 07,4,,2,,"AB 07, AB 08"
vowel-candidate,AB 22f,AB 18,,AB 07,4,,1,,AB 07
vowel-candidate,AB 22f,AB 65,,AB 07,4,,8,,"AB 07, AB 08, AB 23, AB 30, AB 44"
vowel-candidate,AB 22f,AB 04,,AB 07,4,,7,,"AB 07, AB 09, AB 23, AB 51, AB 52"
vowel-candidate,AB 22f,AB 36,,AB 07,4,,6,,"AB 07, AB 08, AB 09, AB 57, AB 59"
vowel-candidate,AB 48,AB 18,,AB 07,4,,1,,AB 07
vowel-candidate,AB 48,AB 65,,AB 07,4,,4,,"AB 01, AB 07, AB 08, AB 66"
vowel-candidate,AB 48,AB 04,,AB 07,4,,2,,"AB 01, AB 07"
vowel-candidate,AB 48,AB 36,,AB 07,4,,3,,"AB 01, AB 07, AB 08"
vowel-candidate,AB 18,AB 65,,AB 07,4,,1,,AB 07
vowel-candidate,AB 18,AB 04,,AB 07,4,,1,,AB 07
vowel-candidate,AB 18,AB 36,,AB 07,4,,1,,AB 07
vowel-candidate,AB 65,AB 26,,AB 66,4,,13,,"AB 01, AB 03, AB 04, AB 06, AB 08"
vowel-candidate,AB 65,AB 54,,AB 66,4,,5,,"AB 01, AB 08, AB 32, AB 52, AB 66"
vowel-candidate,AB 26,AB 01,,AB 66,4,,16,,"AB 01, AB 03, AB 06, AB 08, AB 12"
vowel-candidate,AB 26,AB 34,,AB 66,4,,7,,"AB 04, AB 24, AB 29, AB 36, AB 49"
vowel-candidate,AB 26,AB 54,,AB 66,4,,7,,"AB 01, AB 08, AB 24, AB 32, AB 45"
vowel-candidate,AB 01,AB 54,,AB 66,4,,5,,"AB 01, AB 08, AB 32, AB 45, AB 66"
vowel-candidate,AB 34,AB 54,,AB 66,4,,2,,"AB 24, AB 66"
vowel-candidate,AB 57,AB 39,,AB 08,4,,1,,AB 08
vowel-candidate,AB 57,AB 85,,AB 08,4,,2,,"AB 04, AB 08"
vowel-candidate,AB 26,AB 39,,AB 08,4,,2,,"AB 08, AB 51"
vowel-candidate,AB 26,AB 56,,AB 08,4,,13,,"AB 01, AB 04, AB 06, AB 08, AB 23"
vowel-candidate,AB 26,AB 85,,AB 08,4,,2,,"AB 04, AB 08"
vowel-candidate,AB 54,AB 39,,AB 08,4,,1,,AB 08
vowel-candidate,AB 54,AB 56,,AB 08,4,,6,,"AB 01, AB 08, AB 24, AB 32, AB 52"
vowel-candidate,AB 54,AB 85,,AB 08,4,,1,,AB 08
vowel-candidate,AB 39,AB 29,,AB 08,4,,2,,"AB 08, AB 51"
vowel-candidate,AB 39,AB 56,,AB 08,4,,1,,AB 08
vowel-candidate,AB 39,AB 85,,AB 08,4,,1,,AB 08
vowel-candidate,AB 29,AB 85,,AB 08,4,,3,,"AB 04, AB 08, AB 44"
vowel-candidate,AB 56,AB 85,,AB 08,4,,3,,"AB 04, AB 08, AB 26"
vowel-candidate,AB 62,AB 58,,AB 52,4,,1,,AB 52
vowel-candidate,AB 62,AB 79,,AB 52,4,,2,,"AB 36, AB 52"
vowel-candidate,AB 07,AB 58,,AB 52,4,,1,,AB 52
vowel-candidate,AB 07,AB 79,,AB 52,4,,2,,"AB 36, AB 52"
vowel-candidate,AB 44,AB 58,,AB 52,4,,1,,AB 52
vowel-candidate,AB 44,AB 79,,AB 52,4,,2,,"AB 36, AB 52"
vowel-candidate,AB 54,AB 58,,AB 52,4,,1,,AB 52
vowel-candidate,AB 54,AB 79,,AB 52,4,,1,,AB 52
vowel-candidate,AB 45,AB 58,,AB 52,4,,2,,"AB 44, AB 52"
vowel-candidate,AB 45,AB 79,,AB 52,4,,1,,AB 52
vowel-candidate,AB 58,AB 79,,AB 52,4,,1,,AB 52
vowel-candidate,AB 58,AB 65,,AB 52,4,,2,,"AB 44, AB 52"
vowel-candidate,AB 79,AB 65,,AB 52,4,,1,,AB 52
vowel-candidate,AB 24,AB 17,,AB 06,4,,2,,"AB 06, AB 49"
vowel-candidate,AB 24,AB 53,,AB 06,4,,1,,AB 06
vowel-candidate,AB 44,AB 17,,AB 06,4,,3,,"AB 06, AB 49, AB 57"
vowel-candidate,AB 44,AB 53,,AB 06,4,,1,,AB 06
vowel-candidate,AB 06,AB 17,,AB 06,4,,1,,AB 06
vowel-candidate,AB 06,AB 53,,AB 06,4,,1,,AB 06
vowel-candidate,AB 30,AB 17,,AB 06,4,,2,,"AB 06, AB 49"
vowel-candidate,AB 30,AB 53,,AB 06,4,,1,,AB 06
vowel-candidate,AB 17,AB 52,,AB 06,4,,2,,"AB 06, AB 49"
vowel-candidate,AB 17,AB 53,,AB 06,4,,1,,AB 06
vowel-candidate,AB 52,AB 53,,AB 06,4,,1,,AB 06
vowel-candidate,AB 52,AB 71,,AB 62,4,,4,,"AB 03, AB 44, AB 49, AB 62"
vowel-candidate,AB 02,AB 44,,AB 62,4,,2,,"AB 01, AB 62"
vowel-candidate,AB 02,AB 71,,AB 62,4,,1,,AB 62
vowel-candidate,AB 44,AB 71,,AB 62,4,,3,,"AB 32, AB 49, AB 62"
vowel-candidate,AB 44,AB 47,,AB 62,4,,4,,"AB 32, AB 49, AB 51, AB 62"
vowel-candidate,AB 71,AB 47,,AB 62,4,,3,,"AB 32, AB 49, AB 62"
vowel-candidate,AB 71,AB 24,,AB 62,4,,4,,"AB 03, AB 44, AB 49, AB 62"
vowel-candidate,AB 56,AB 35,,AB 23,4,,2,,"AB 22f, AB 23"
vowel-candidate,AB 51,AB 35,,AB 23,4,,1,,AB 23
vowel-candidate,AB 35,AB 22f,,AB 23,4,,1,,AB 23
vowel-candidate,AB 10,AB 77,,AB 24,4,,3,,"AB 24, AB 29, AB 30"
vowel-candidate,AB 10,AB 34,,AB 24,4,,3,,"AB 24, AB 29, AB 49"
vowel-candidate,AB 77,AB 56,,AB 24,4,,4,,"AB 02, AB 04, AB 24, AB 29"
vowel-candidate,AB 77,AB 73,,AB 24,4,,4,,"AB 02, AB 04, AB 24, AB 77"
vowel-candidate,AB 77,AB 06,,AB 24,4,,2,,"AB 24, AB 29"
vowel-candidate,AB 77,AB 02,,AB 24,4,,2,,"AB 24, AB 30"
vowel-candidate,AB 77,AB 03,,AB 24,4,,3,,"AB 04, AB 24, AB 43"
vowel-candidate,AB 77,AB 34,,AB 24,4,,3,,"AB 04, AB 24, AB 29"
vowel-candidate,AB 73,AB 02,,AB 24,4,,1,,AB 24
vowel-candidate,AB 73,AB 34,,AB 24,4,,3,,"AB 04, AB 24, AB 51"
vowel-candidate,AB 04,AB 37,,AB 51,4,,2,,"AB 04, AB 51"
vowel-candidate,AB 37,AB 07,,AB 51,4,,3,,"AB 04, AB 26, AB 51"
vowel-candidate,AB 37,AB 13,,AB 51,4,,3,,"AB 04, AB 26, AB 51"
vowel-candidate,AB 37,AB 47,,AB 51,4,,1,,AB 51
vowel-candidate,AB 37,AB 38,,AB 51,4,,2,,"AB 26, AB 51"
