link_type,sign_a,sign_b,shared_following_sign,shared_preceding_sign,bigram_total,total_common_right,total_common_left,common_right_signs,common_left_signs
vowel-candidate,AB 88,AB 01,,AB 73,14,,1,,AB 73
vowel-candidate,AB 88,AB 73,,AB 73,14,,1,,AB 73
consonant-candidate,AB 04,AB 07,AB 56,,13,9,,"AB 04, AB 07, AB 24, AB 29, AB 36",
consonant-candidate,AB 59,AB 07,AB 56,,13,8,,"AB 01, AB 06, AB 22f, AB 24, AB 36",
consonant-candidate,AB 65,AB 07,AB 56,,13,9,,"AB 04, AB 06, AB 07, AB 22f, AB 24",
consonant-candidate,AB 62,AB 07,AB 56,,13,9,,"AB 06, AB 07, AB 24, AB 36, AB 45",
consonant-candidate,AB 56,AB 07,AB 56,,13,13,,"AB 01, AB 04, AB 06, AB 07, AB 24",
consonant-candidate,AB 07,AB 06,AB 56,,13,11,,"AB 01, AB 04, AB 06, AB 24, AB 29",
consonant-candidate,AB 07,AB 22f,AB 56,,13,4,,"AB 01, AB 04, AB 36, AB 56",
consonant-candidate,AB 07,AB 32,AB 56,,13,10,,"AB 01, AB 04, AB 06, AB 07, AB 29",
consonant-candidate,AB 07,AB 02,AB 56,,13,6,,"AB 01, AB 04, AB 29, AB 36, AB 56",
consonant-candidate,AB 24,AB 39,AB 07,,13,1,,AB 07,
consonant-candidate,AB 08,AB 44,AB 52,,13,13,,"AB 01, AB 03, AB 22f, AB 23, AB 24",
consonant-candidate,AB 01,AB 03,AB 52,,13,10,,"AB 01, AB 04, AB 08, AB 24, AB 26",
consonant-candidate,AB 45,AB 26,AB 06,,13,9,,"AB 01, AB 06, AB 36, AB 38, AB 49",
consonant-candidate,AB 45,AB 34,AB 06,,13,5,,"AB 04, AB 06, AB 51, AB 59, AB 62",
consonant-candidate,AB 48,AB 34,AB 06,,13,2,,"AB 06, AB 62",
consonant-candidate,AB 56,AB 28,AB 24,,13,1,,AB 24,
consonant-candidate,AB 08,AB 28,AB 24,,13,1,,AB 24,
consonant-candidate,AB 44,AB 65,AB 24,,13,6,,"AB 03, AB 22f, AB 23, AB 24, AB 45",
consonant-candidate,AB 44,AB 28,AB 24,,13,1,,AB 24,
consonant-candidate,AB 21f,AB 36,AB 23,,13,1,,AB 23,
consonant-candidate,AB 36,AB 38,AB 23,,13,3,,"AB 08, AB 23, AB 59",
consonant-candidate,AB 47,AB 50,AB 65,,13,3,,"AB 29, AB 59, AB 65",
consonant-candidate,AB 47,AB 32,AB 65,,13,7,,"AB 01, AB 03, AB 04, AB 26, AB 29",
consonant-candidate,AB 23,AB 89,AB 65,,13,2,,"AB 65, AB 66",
consonant-candidate,AB 23,AB 21f,AB 65,,13,1,,AB 65,
consonant-candidate,AB 38,AB 52,AB 08,,13,1,,AB 08,
consonant-candidate,AB 96,AB 65,AB 26,,13,1,,AB 26,
consonant-candidate,AB 96,AB 36,AB 26,,13,1,,AB 26,
consonant-candidate,AB 113,AB 24,AB 14,,13,1,,AB 14,
vowel-candidate,AB 24,AB 52,,AB 56,13,,14,,"AB 01, AB 03, AB 06, AB 07, AB 08"
vowel-candidate,AB 24,AB 45,,AB 56,13,,12,,"AB 01, AB 03, AB 04, AB 07, AB 08"
vowel-candidate,AB 52,AB 51,,AB 56,13,,10,,"AB 01, AB 03, AB 08, AB 36, AB 49"
vowel-candidate,AB 51,AB 45,,AB 56,13,,8,,"AB 01, AB 03, AB 04, AB 08, AB 51"
vowel-candidate,AB 52,AB 50,,AB 08,13,,4,,"AB 01, AB 06, AB 08, AB 49"
vowel-candidate,AB 45,AB 59,,AB 08,13,,5,,"AB 01, AB 04, AB 08, AB 30, AB 44"
vowel-candidate,AB 66,AB 30,,AB 08,13,,14,,"AB 02, AB 03, AB 04, AB 06, AB 08"
vowel-candidate,AB 03,AB 49,,AB 08,13,,12,,"AB 04, AB 06, AB 08, AB 09, AB 24"
vowel-candidate,AB 10,AB 03,,AB 06,13,,6,,"AB 06, AB 12, AB 24, AB 49, AB 62"
vowel-candidate,AB 10,AB 01,,AB 06,13,,5,,"AB 01, AB 06, AB 12, AB 29, AB 49"
vowel-candidate,AB 73,AB 65,,AB 06,13,,5,,"AB 02, AB 04, AB 06, AB 44, AB 51"
vowel-candidate,AB 65,AB 35,,AB 23,13,,2,,"AB 23, AB 47"
vowel-candidate,AB 51,AB 55,,AB 24,13,,2,,"AB 24, AB 45"
vowel-candidate,AB 07,AB 55,,AB 24,13,,1,,AB 24
vowel-candidate,AB 26,AB 14,,AB 24,13,,5,,"AB 12, AB 24, AB 29, AB 32, AB 59"
vowel-candidate,AB 14,AB 55,,AB 24,13,,1,,AB 24
vowel-candidate,AB 14,AB 36,,AB 24,13,,3,,"AB 24, AB 29, AB 59"
vowel-candidate,AB 14,AB 49,,AB 24,13,,4,,"AB 24, AB 29, AB 32, AB 59"
vowel-candidate,AB 72,AB 04,,AB 36,13,,1,,AB 36
vowel-candidate,AB 01,AB 87,,AB 36,13,,5,,"AB 02, AB 03, AB 14, AB 29, AB 36"
vowel-candidate,AB 87,AB 26,,AB 36,13,,5,,"AB 03, AB 14, AB 29, AB 36, AB 88"
vowel-candidate,AB 62,AB 64,,AB 36,13,,2,,"AB 26, AB 36"
vowel-candidate,AB 05,AB 49,,AB 26,13,,1,,AB 26
vowel-candidate,AB 05,AB 34,,AB 26,13,,1,,AB 26
vowel-candidate,AB 49,AB 75,,AB 26,13,,2,,"AB 26, AB 57"
vowel-candidate,AB 75,AB 34,,AB 26,13,,1,,AB 26
vowel-candidate,AB 61,AB 09,,AB 26,13,,1,,AB 26
vowel-candidate,AB 48,AB 86,,AB 73,13,,1,,AB 73
consonant-candidate,AB 63,AB 26,AB 61,,12,7,,"AB 32, AB 36, AB 38, AB 49, AB 56",
consonant-candidate,AB 06,AB 85,AB 10,,12,2,,"AB 10, AB 36",
consonant-candidate,AB 06,AB 01,AB 10,,12,19,,"AB 01, AB 04, AB 06, AB 08, AB 10",
consonant-candidate,AB 10,AB 07,AB 56,,12,4,,"AB 06, AB 07, AB 38, AB 56",
consonant-candidate,AB 23,AB 07,AB 56,,12,8,,"AB 01, AB 04, AB 07, AB 22f, AB 49",
consonant-candidate,AB 01,AB 50,AB 56,,12,7,,"AB 24, AB 29, AB 36, AB 56, AB 59",
consonant-candidate,AB 49,AB 50,AB 56,,12,8,,"AB 07, AB 24, AB 30, AB 36, AB 56",
consonant-candidate,AB 26,AB 50,AB 56,,12,6,,"AB 07, AB 30, AB 36, AB 56, AB 59",
consonant-candidate,AB 63,AB 07,AB 56,,12,7,,"AB 36, AB 38, AB 45, AB 49, AB 52",
consonant-candidate,AB 24,AB 07,AB 56,,12,6,,"AB 04, AB 06, AB 07, AB 36, AB 49",
consonant-candidate,AB 57,AB 07,AB 56,,12,6,,"AB 04, AB 22f, AB 36, AB 49, AB 56",
consonant-candidate,AB 07,AB 29,AB 56,,12,9,,"AB 01, AB 04, AB 06, AB 29, AB 36",
consonant-candidate,AB 07,AB 54,AB 56,,12,2,,"AB 04, AB 56",
consonant-candidate,AB 07,AB 08,AB 56,,12,14,,"AB 01, AB 06, AB 07, AB 22f, AB 24",
consonant-candidate,AB 24,AB 112,AB 07,,12,1,,AB 07,
consonant-candidate,AB 24,AB 03,AB 07,,12,9,,"AB 04, AB 07, AB 08, AB 26, AB 30",
consonant-candidate,AB 24,AB 71,AB 07,,12,3,,"AB 07, AB 26, AB 66",
consonant-candidate,AB 24,AB 48,AB 07,,12,2,,"AB 06, AB 07",
consonant-candidate,AB 24,AB 64,AB 07,,12,2,,"AB 06, AB 07",
consonant-candidate,AB 66,AB 28,AB 24,,12,1,,AB 24,
consonant-candidate,AB 44,AB 52,AB 24,,12,7,,"AB 03, AB 22f, AB 24, AB 45, AB 58",
consonant-candidate,AB 65,AB 28,AB 24,,12,1,,AB 24,
consonant-candidate,AB 03,AB 45,AB 51,,12,8,,"AB 01, AB 04, AB 08, AB 26, AB 38",
consonant-candidate,AB 17,AB 06,AB 57,,12,1,,AB 57,
consonant-candidate,AB 90,AB 06,AB 57,,12,1,,AB 57,
consonant-candidate,AB 47,AB 49,AB 65,,12,8,,"AB 01, AB 03, AB 04, AB 09, AB 26",
consonant-candidate,AB 89,AB 06,AB 65,,12,3,,"AB 03, AB 65, AB 66",
consonant-candidate,AB 59,AB 73,AB 01,,12,1,,AB 01,
consonant-candidate,AB 66,AB 86,AB 29,,12,1,,AB 29,
consonant-candidate,AB 66,AB 88,AB 29,,12,2,,"AB 26, AB 29",
consonant-candidate,AB 65,AB 05,AB 26,,12,2,,"AB 26, AB 66",
consonant-candidate,AB 36,AB 05,AB 26,,12,1,,AB 26,
consonant-candidate,AB 61,AB 22f,AB 73,,12,1,,AB 73,
consonant-candidate,AB 61,AB 55,AB 73,,12,1,,AB 73,
vowel-candidate,AB 10,AB 73,,AB 61,12,,3,,"AB 06, AB 24, AB 61"
vowel-candidate,AB 24,AB 30,,AB 56,12,,12,,"AB 03, AB 04, AB 06, AB 08, AB 13"
vowel-candidate,AB 24,AB 09,,AB 56,12,,8,,"AB 03, AB 08, AB 14, AB 49, AB 56"
vowel-candidate,AB 30,AB 51,,AB 56,12,,11,,"AB 03, AB 04, AB 08, AB 23, AB 24"
vowel-candidate,AB 09,AB 51,,AB 56,12,,8,,"AB 03, AB 08, AB 26, AB 49, AB 56"
vowel-candidate,AB 22f,AB 56,,AB 07,12,,7,,"AB 07, AB 08, AB 23, AB 52, AB 57"
vowel-candidate,AB 48,AB 56,,AB 07,12,,3,,"AB 01, AB 07, AB 08"
vowel-candidate,AB 18,AB 56,,AB 07,12,,1,,AB 07
vowel-candidate,AB 29,AB 66,,AB 66,12,,14,,"AB 01, AB 02, AB 04, AB 06, AB 08"
vowel-candidate,AB 52,AB 39,,AB 08,12,,2,,"AB 08, AB 51"
vowel-candidate,AB 52,AB 85,,AB 08,12,,2,,"AB 08, AB 44"
vowel-candidate,AB 62,AB 03,,AB 08,12,,9,,"AB 06, AB 08, AB 32, AB 36, AB 49"
vowel-candidate,AB 36,AB 66,,AB 08,12,,15,,"AB 01, AB 02, AB 04, AB 06, AB 08"
vowel-candidate,AB 50,AB 30,,AB 08,12,,3,,"AB 06, AB 08, AB 49"
vowel-candidate,AB 45,AB 66,,AB 08,12,,10,,"AB 01, AB 03, AB 04, AB 08, AB 32"
vowel-candidate,AB 30,AB 48,,AB 08,12,,2,,"AB 08, AB 73"
vowel-candidate,AB 30,AB 22f,,AB 08,12,,5,,"AB 08, AB 09, AB 23, AB 30, AB 44"
vowel-candidate,AB 49,AB 59,,AB 08,12,,12,,"AB 04, AB 06, AB 08, AB 24, AB 26"
vowel-candidate,AB 08,AB 66,,AB 52,12,,17,,"AB 01, AB 02, AB 03, AB 04, AB 06"
vowel-candidate,AB 10,AB 23,,AB 06,12,,6,,"AB 01, AB 06, AB 30, AB 49, AB 62"
vowel-candidate,AB 10,AB 66,,AB 06,12,,7,,"AB 01, AB 06, AB 24, AB 29, AB 49"
vowel-candidate,AB 10,AB 26,,AB 06,12,,10,,"AB 01, AB 06, AB 12, AB 24, AB 29"
vowel-candidate,AB 10,AB 08,,AB 06,12,,7,,"AB 01, AB 06, AB 24, AB 29, AB 49"
vowel-candidate,AB 62,AB 73,,AB 06,12,,2,,"AB 06, AB 51"
vowel-candidate,AB 65,AB 17,,AB 06,12,,3,,"AB 06, AB 49, AB 57"
vowel-candidate,AB 65,AB 53,,AB 06,12,,1,,AB 06
vowel-candidate,AB 04,AB 14,,AB 24,12,,3,,"AB 24, AB 29, AB 32"
vowel-candidate,AB 14,AB 54,,AB 24,12,,2,,"AB 24, AB 32"
vowel-candidate,AB 14,AB 57,,AB 24,12,,2,,"AB 24, AB 59"
vowel-candidate,AB 14,AB 59,,AB 24,12,,6,,"AB 12, AB 24, AB 29, AB 38, AB 44"
vowel-candidate,AB 14,AB 30,,AB 24,12,,2,,"AB 24, AB 44"
vowel-candidate,AB 14,AB 32,,AB 24,12,,3,,"AB 24, AB 32, AB 59"
vowel-candidate,AB 24,AB 46,,AB 49,12,,2,,"AB 44, AB 49"
vowel-candidate,AB 72,AB 49,,AB 36,12,,2,,"AB 36, AB 59"
vowel-candidate,AB 72,AB 36,,AB 36,12,,2,,"AB 36, AB 59"
vowel-candidate,AB 23,AB 69,,AB 36,12,,1,,AB 36
vowel-candidate,AB 23,AB 79,,AB 36,12,,1,,AB 36
vowel-candidate,AB 87,AB 04,,AB 36,12,,4,,"AB 02, AB 03, AB 29, AB 36"
vowel-candidate,AB 69,AB 62,,AB 36,12,,1,,AB 36
vowel-candidate,AB 30,AB 61,,AB 26,12,,2,,"AB 26, AB 30"
vowel-candidate,AB 61,AB 64,,AB 26,12,,1,,AB 26
vowel-candidate,AB 44,AB 86,,AB 73,12,,1,,AB 73
vowel-candidate,AB 30,AB 86,,AB 73,12,,1,,AB 73
vowel-candidate,AB 66,AB 86,,AB 73,12,,1,,AB 73
vowel-candidate,AB 01,AB 86,,AB 73,12,,1,,AB 73
vowel-candidate,AB 86,AB 73,,AB 73,12,,1,,AB 73
consonant-candidate,AB 61,AB 06,AB 10,,11,3,,"AB 10, AB 29, AB 73",
consonant-candidate,AB 06,AB 62,AB 10,,11,15,,"AB 03, AB 06, AB 08, AB 10, AB 23",
consonant-candidate,AB 06,AB 49,AB 10,,11,21,,"AB 01, AB 03, AB 04, AB 08, AB 10",
consonant-candidate,AB 36,AB 50,AB 56,,11,8,,"AB 07, AB 24, AB 29, AB 30, AB 36",
consonant-candidate,AB 52,AB 50,AB 56,,11,5,,"AB 07, AB 24, AB 56, AB 62, AB 65",
consonant-candidate,AB 50,AB 34,AB 56,,11,4,,"AB 30, AB 56, AB 59, AB 62",
consonant-candidate,AB 50,AB 92,AB 56,,11,1,,AB 56,
consonant-candidate,AB 50,AB 13,AB 56,,11,3,,"AB 24, AB 30, AB 56",
consonant-candidate,AB 65,AB 39,AB 07,,11,1,,AB 07,
consonant-candidate,AB 24,AB 35,AB 07,,11,5,,"AB 04, AB 07, AB 26, AB 30, AB 49",
consonant-candidate,AB 24,AB 51,AB 07,,11,12,,"AB 03, AB 04, AB 06, AB 07, AB 08",
consonant-candidate,AB 24,AB 46,AB 07,,11,5,,"AB 07, AB 08, AB 30, AB 34, AB 49",
consonant-candidate,AB 24,AB 121,AB 07,,11,1,,AB 07,
consonant-candidate,AB 48,AB 27,AB 47,,11,1,,AB 47,
consonant-candidate,AB 59,AB 27,AB 47,,11,1,,AB 47,
consonant-candidate,AB 66,AB 26,AB 06,,11,9,,"AB 01, AB 06, AB 09, AB 32, AB 34",
consonant-candidate,AB 66,AB 34,AB 06,,11,4,,"AB 06, AB 32, AB 51, AB 59",
consonant-candidate,AB 49,AB 14,AB 24,,11,5,,"AB 01, AB 09, AB 24, AB 26, AB 36",
consonant-candidate,AB 51,AB 28,AB 24,,11,1,,AB 24,
consonant-candidate,AB 52,AB 28,AB 24,,11,1,,AB 24,
consonant-candidate,AB 24,AB 90,AB 51,,11,2,,"AB 51, AB 57",
consonant-candidate,AB 34,AB 12,AB 51,,11,2,,"AB 51, AB 59",
consonant-candidate,AB 03,AB 12,AB 51,,11,3,,"AB 01, AB 26, AB 51",
consonant-candidate,AB 76,AB 52,AB 08,,11,1,,AB 08,
consonant-candidate,AB 75,AB 52,AB 08,,11,1,,AB 08,
consonant-candidate,AB 77,AB 52,AB 08,,11,3,,"AB 04, AB 08, AB 66",
consonant-candidate,AB 52,AB 72,AB 08,,11,2,,"AB 08, AB 66",
consonant-candidate,AB 52,AB 87,AB 08,,11,1,,AB 08,
consonant-candidate,AB 52,AB 58,AB 08,,11,1,,AB 08,
consonant-candidate,AB 52,AB 86,AB 08,,11,1,,AB 08,
consonant-candidate,AB 52,AB 78,AB 08,,11,1,,AB 08,
consonant-candidate,AB 65,AB 31,AB 36,,11,1,,AB 36,
consonant-candidate,AB 08,AB 31,AB 36,,11,1,,AB 36,
consonant-candidate,AB 48,AB 73,AB 29,,11,1,,AB 29,
consonant-candidate,AB 66,AB 72,AB 29,,11,3,,"AB 29, AB 59, AB 66",
consonant-candidate,AB 66,AB 61,AB 29,,11,1,,AB 29,
consonant-candidate,AB 66,AB 75,AB 29,,11,2,,"AB 26, AB 29",
consonant-candidate,AB 66,AB 71,AB 29,,11,3,,"AB 26, AB 29, AB 66",
consonant-candidate,AB 96,AB 01,AB 26,,11,1,,AB 26,
consonant-candidate,AB 96,AB 49,AB 26,,11,1,,AB 26,
consonant-candidate,AB 08,AB 55,AB 30,,11,1,,AB 30,
consonant-candidate,AB 23,AB 98,AB 66,,11,1,,AB 66,
consonant-candidate,AB 23,AB 72,AB 66,,11,1,,AB 66,
consonant-candidate,AB 61,AB 77,AB 73,,11,1,,AB 73,
vowel-candidate,AB 73,AB 29,,AB 61,11,,8,,"AB 02, AB 04, AB 06, AB 44, AB 51"
vowel-candidate,AB 24,AB 01,,AB 56,11,,13,,"AB 01, AB 03, AB 06, AB 07, AB 08"
vowel-candidate,AB 24,AB 08,,AB 56,11,,11,,"AB 01, AB 03, AB 04, AB 06, AB 36"
vowel-candidate,AB 24,AB 32,,AB 56,11,,11,,"AB 03, AB 06, AB 08, AB 13, AB 49"
vowel-candidate,AB 24,AB 04,,AB 56,11,,11,,"AB 01, AB 03, AB 04, AB 06, AB 07"
vowel-candidate,AB 30,AB 52,,AB 56,11,,10,,"AB 03, AB 06, AB 08, AB 30, AB 35"
vowel-candidate,AB 30,AB 45,,AB 56,11,,7,,"AB 03, AB 04, AB 08, AB 30, AB 44"
vowel-candidate,AB 52,AB 09,,AB 56,11,,6,,"AB 03, AB 08, AB 49, AB 56, AB 62"
vowel-candidate,AB 09,AB 45,,AB 56,11,,5,,"AB 03, AB 08, AB 56, AB 62, AB 65"
vowel-candidate,AB 01,AB 51,,AB 56,11,,14,,"AB 01, AB 03, AB 08, AB 12, AB 23"
vowel-candidate,AB 51,AB 04,,AB 56,11,,13,,"AB 01, AB 03, AB 04, AB 23, AB 24"
vowel-candidate,AB 29,AB 26,,AB 66,11,,15,,"AB 01, AB 04, AB 06, AB 08, AB 14"
vowel-candidate,AB 29,AB 54,,AB 66,11,,5,,"AB 01, AB 08, AB 32, AB 45, AB 66"
vowel-candidate,AB 64,AB 24,,AB 66,11,,2,,"AB 36, AB 66"
vowel-candidate,AB 62,AB 23,,AB 08,11,,9,,"AB 01, AB 06, AB 08, AB 32, AB 36"
vowel-candidate,AB 36,AB 50,,AB 08,11,,8,,"AB 01, AB 06, AB 08, AB 29, AB 45"
vowel-candidate,AB 50,AB 45,,AB 08,11,,3,,"AB 01, AB 08, AB 65"
vowel-candidate,AB 50,AB 09,,AB 08,11,,3,,"AB 08, AB 49, AB 65"
vowel-candidate,AB 66,AB 49,,AB 08,11,,16,,"AB 03, AB 04, AB 06, AB 08, AB 09"
vowel-candidate,AB 09,AB 22f,,AB 08,11,,2,,"AB 08, AB 65"
vowel-candidate,AB 30,AB 26,,AB 08,11,,12,,"AB 03, AB 04, AB 06, AB 08, AB 09"
vowel-candidate,AB 30,AB 54,,AB 08,11,,2,,"AB 08, AB 24"
vowel-candidate,AB 30,AB 39,,AB 08,11,,1,,AB 08
vowel-candidate,AB 30,AB 85,,AB 08,11,,4,,"AB 04, AB 08, AB 26, AB 44"
vowel-candidate,AB 04,AB 03,,AB 52,11,,12,,"AB 04, AB 06, AB 09, AB 24, AB 32"
vowel-candidate,AB 62,AB 08,,AB 52,11,,10,,"AB 01, AB 06, AB 29, AB 32, AB 36"
vowel-candidate,AB 08,AB 44,,AB 52,11,,10,,"AB 01, AB 02, AB 06, AB 32, AB 36"
vowel-candidate,AB 08,AB 54,,AB 52,11,,5,,"AB 01, AB 24, AB 32, AB 45, AB 52"
vowel-candidate,AB 08,AB 58,,AB 52,11,,1,,AB 52
vowel-candidate,AB 08,AB 79,,AB 52,11,,2,,"AB 36, AB 52"
vowel-candidate,AB 63,AB 10,,AB 06,11,,2,,"AB 01, AB 06"
vowel-candidate,AB 32,AB 73,,AB 06,11,,4,,"AB 06, AB 22f, AB 24, AB 51"
vowel-candidate,AB 10,AB 50,,AB 06,11,,5,,"AB 01, AB 06, AB 29, AB 49, AB 65"
vowel-candidate,AB 10,AB 56,,AB 06,11,,7,,"AB 01, AB 06, AB 24, AB 29, AB 49"
vowel-candidate,AB 10,AB 59,,AB 06,11,,7,,"AB 01, AB 06, AB 12, AB 24, AB 29"
vowel-candidate,AB 10,AB 49,,AB 06,11,,6,,"AB 06, AB 24, AB 29, AB 30, AB 49"
vowel-candidate,AB 62,AB 17,,AB 06,11,,2,,"AB 06, AB 49"
vowel-candidate,AB 62,AB 53,,AB 06,11,,1,,AB 06
vowel-candidate,AB 03,AB 13,,AB 62,11,,4,,"AB 04, AB 49, AB 51, AB 62"
vowel-candidate,AB 66,AB 13,,AB 62,11,,7,,"AB 03, AB 04, AB 22f, AB 26, AB 49"
vowel-candidate,AB 66,AB 35,,AB 23,11,,2,,"AB 22f, AB 23"
vowel-candidate,AB 51,AB 77,,AB 24,11,,3,,"AB 04, AB 24, AB 29"
vowel-candidate,AB 51,AB 73,,AB 24,11,,3,,"AB 04, AB 24, AB 51"
vowel-candidate,AB 07,AB 77,,AB 24,11,,2,,"AB 04, AB 24"
vowel-candidate,AB 07,AB 73,,AB 24,11,,3,,"AB 04, AB 24, AB 51"
vowel-candidate,AB 10,AB 14,,AB 24,11,,3,,"AB 12, AB 24, AB 29"
vowel-candidate,AB 14,AB 77,,AB 24,11,,2,,"AB 24, AB 29"
vowel-candidate,AB 14,AB 56,,AB 24,11,,4,,"AB 24, AB 29, AB 32, AB 59"
vowel-candidate,AB 14,AB 73,,AB 24,11,,2,,"AB 24, AB 44"
vowel-candidate,AB 14,AB 06,,AB 24,11,,4,,"AB 24, AB 29, AB 32, AB 59"
vowel-candidate,AB 14,AB 02,,AB 24,11,,1,,AB 24
vowel-candidate,AB 14,AB 03,,AB 24,11,,4,,"AB 12, AB 24, AB 32, AB 44"
vowel-candidate,AB 14,AB 34,,AB 24,11,,2,,"AB 24, AB 29"
vowel-candidate,AB 72,AB 87,,AB 36,11,,1,,AB 36
vowel-candidate,AB 49,AB 87,,AB 36,11,,3,,"AB 03, AB 29, AB 36"
vowel-candidate,AB 36,AB 87,,AB 36,11,,4,,"AB 02, AB 14, AB 29, AB 36"
vowel-candidate,AB 12,AB 36,,AB 01,11,,2,,"AB 01, AB 57"
vowel-candidate,AB 12,AB 52,,AB 01,11,,2,,"AB 01, AB 30"
vowel-candidate,AB 76,AB 06,,AB 26,11,,1,,AB 26
vowel-candidate,AB 76,AB 61,,AB 26,11,,1,,AB 26
vowel-candidate,AB 51,AB 61,,AB 26,11,,1,,AB 26
consonant-candidate,AB 43,AB 26,AB 61,,10,1,,AB 61,
consonant-candidate,AB 26,AB 32,AB 61,,10,10,,"AB 01, AB 06, AB 07, AB 32, AB 44",
consonant-candidate,AB 06,AB 24,AB 10,,10,15,,"AB 03, AB 04, AB 06, AB 08, AB 10",
consonant-candidate,AB 06,AB 29,AB 10,,10,15,,"AB 01, AB 04, AB 06, AB 08, AB 10",
consonant-candidate,AB 06,AB 30,AB 10,,10,9,,"AB 10, AB 23, AB 24, AB 26, AB 30",
consonant-candidate,AB 06,AB 75,AB 10,,10,4,,"AB 08, AB 10, AB 26, AB 29",
consonant-candidate,AB 06,AB 65,AB 10,,10,13,,"AB 03, AB 04, AB 06, AB 10, AB 23",
consonant-candidate,AB 85,AB 12,AB 10,,10,1,,AB 10,
consonant-candidate,AB 01,AB 12,AB 10,,10,5,,"AB 01, AB 10, AB 26, AB 51, AB 59",
consonant-candidate,AB 01,AB 26,AB 56,,10,10,,"AB 01, AB 05, AB 06, AB 36, AB 44",
consonant-candidate,AB 04,AB 50,AB 56,,10,8,,"AB 07, AB 24, AB 29, AB 30, AB 36",
consonant-candidate,AB 49,AB 26,AB 56,,10,15,,"AB 01, AB 07, AB 09, AB 13, AB 30",
consonant-candidate,AB 59,AB 50,AB 56,,10,4,,"AB 24, AB 36, AB 56, AB 59",
consonant-candidate,AB 65,AB 50,AB 56,,10,5,,"AB 07, AB 24, AB 36, AB 56, AB 62",
consonant-candidate,AB 62,AB 50,AB 56,,10,6,,"AB 07, AB 24, AB 30, AB 36, AB 56",
consonant-candidate,AB 50,AB 56,AB 56,,10,7,,"AB 07, AB 24, AB 29, AB 30, AB 36",
consonant-candidate,AB 50,AB 06,AB 56,,10,8,,"AB 24, AB 29, AB 30, AB 36, AB 56",
consonant-candidate,AB 50,AB 22f,AB 56,,10,3,,"AB 36, AB 56, AB 59",
consonant-candidate,AB 50,AB 32,AB 56,,10,5,,"AB 07, AB 29, AB 56, AB 62, AB 65",
consonant-candidate,AB 50,AB 02,AB 56,,10,6,,"AB 29, AB 30, AB 36, AB 43, AB 56",
consonant-candidate,AB 65,AB 112,AB 07,,10,1,,AB 07,
consonant-candidate,AB 65,AB 03,AB 07,,10,9,,"AB 04, AB 07, AB 09, AB 24, AB 26",
consonant-candidate,AB 65,AB 71,AB 07,,10,3,,"AB 07, AB 26, AB 66",
consonant-candidate,AB 65,AB 48,AB 07,,10,3,,"AB 06, AB 07, AB 62",
consonant-candidate,AB 65,AB 64,AB 07,,10,3,,"AB 06, AB 07, AB 45",
consonant-candidate,AB 49,AB 39,AB 07,,10,1,,AB 07,
consonant-candidate,AB 39,AB 23,AB 07,,10,1,,AB 07,
consonant-candidate,AB 48,AB 13,AB 47,,10,1,,AB 47,
consonant-candidate,AB 59,AB 51,AB 47,,10,11,,"AB 01, AB 06, AB 08, AB 22f, AB 24",
consonant-candidate,AB 51,AB 01,AB 52,,10,14,,"AB 01, AB 04, AB 06, AB 08, AB 24",
consonant-candidate,AB 63,AB 03,AB 52,,10,5,,"AB 32, AB 38, AB 45, AB 49, AB 52",
consonant-candidate,AB 03,AB 66,AB 52,,10,9,,"AB 01, AB 09, AB 24, AB 26, AB 32",
consonant-candidate,AB 03,AB 44,AB 52,,10,8,,"AB 01, AB 24, AB 30, AB 45, AB 52",
consonant-candidate,AB 45,AB 48,AB 06,,10,3,,"AB 06, AB 29, AB 62",
consonant-candidate,AB 64,AB 34,AB 06,,10,1,,AB 06,
consonant-candidate,AB 04,AB 44,AB 24,,10,10,,"AB 03, AB 24, AB 29, AB 30, AB 45",
consonant-candidate,AB 30,AB 28,AB 24,,10,1,,AB 24,
consonant-candidate,AB 21f,AB 30,AB 23,,10,2,,"AB 23, AB 65",
consonant-candidate,AB 21f,AB 65,AB 23,,10,1,,AB 23,
consonant-candidate,AB 30,AB 38,AB 23,,10,2,,"AB 23, AB 59",
consonant-candidate,AB 30,AB 45,AB 23,,10,4,,"AB 23, AB 26, AB 49, AB 59",
consonant-candidate,AB 65,AB 38,AB 23,,10,1,,AB 23,
consonant-candidate,AB 34,AB 90,AB 51,,10,1,,AB 51,
consonant-candidate,AB 56,AB 12,AB 51,,10,2,,"AB 01, AB 51",
consonant-candidate,AB 03,AB 90,AB 51,,10,2,,"AB 51, AB 87",
consonant-candidate,AB 17,AB 90,AB 57,,10,1,,AB 57,
consonant-candidate,AB 47,AB 44,AB 65,,10,5,,"AB 01, AB 03, AB 29, AB 59, AB 65",
consonant-candidate,AB 47,AB 29,AB 65,,10,6,,"AB 01, AB 04, AB 26, AB 29, AB 59",
consonant-candidate,AB 47,AB 51,AB 65,,10,7,,"AB 01, AB 03, AB 04, AB 26, AB 29",
consonant-candidate,AB 36,AB 73,AB 01,,10,4,,"AB 01, AB 29, AB 30, AB 44",
consonant-candidate,AB 38,AB 22f,AB 08,,10,2,,"AB 08, AB 59",
consonant-candidate,AB 38,AB 24,AB 08,,10,3,,"AB 08, AB 14, AB 59",
consonant-candidate,AB 08,AB 93,AB 45,,10,1,,AB 45,
