bennett_id,frequency,consonant_class,vowel,plausible,series,reasons
AB 79,32,VOWEL,u,True,medial-dominant,"Kober series 'medial-dominant': vowel u matches series partners {'u', 'o', 'a', 'i'}"
AB 79,32,PALATAL,e,False,medial-dominant,"Kober series 'medial-dominant': neither consonant (PALATAL not in {'LIQUID', 'VELAR', 'LABIAL', 'DENTAL', 'SIBILANT'}) nor vowel (e not in {'u', 'o', 'a', 'i'}) matches series partners"
AB 79,32,SEMIVOWEL,e,False,medial-dominant,"Kober series 'medial-dominant': neither consonant (SEMIVOWEL not in {'LIQUID', 'VELAR', 'LABIAL', 'DENTAL', 'SIBILANT'}) nor vowel (e not in {'u', 'o', 'a', 'i'}) matches series partners"
AB 79,32,VOWEL,e,False,medial-dominant,"Kober series 'medial-dominant': neither consonant (VOWEL not in {'LIQUID', 'VELAR', 'LABIAL', 'DENTAL', 'SIBILANT'}) nor vowel (e not in {'u', 'o', 'a', 'i'}) matches series partners"
AB 80,119,DENTAL,a,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,DENTAL,e,True,medial-dominant,Kober series 'medial-dominant': consonant DENTAL matches
AB 80,119,DENTAL,i,True,medial-dominant,
AB 80,119,DENTAL,o,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,DENTAL,u,True,medial-dominant,
AB 80,119,LABIAL,a,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,LABIAL,e,True,medial-dominant,Kober series 'medial-dominant': consonant LABIAL matches
AB 80,119,LABIAL,i,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,LABIAL,o,True,medial-dominant,
AB 80,119,LABIAL,u,True,medial-dominant,
AB 80,119,VELAR,a,True,medial-dominant,
AB 80,119,VELAR,e,True,medial-dominant,Kober series 'medial-dominant': consonant VELAR matches; Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,VELAR,i,True,medial-dominant,
AB 80,119,VELAR,o,True,medial-dominant,
AB 80,119,VELAR,u,True,medial-dominant,
AB 80,119,SIBILANT,a,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,SIBILANT,e,True,medial-dominant,Kober series 'medial-dominant': consonant SIBILANT matches; Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,SIBILANT,i,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,SIBILANT,o,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,SIBILANT,u,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,LIQUID,a,True,medial-dominant,
AB 80,119,LIQUID,e,True,medial-dominant,Kober series 'medial-dominant': consonant LIQUID matches
AB 80,119,LIQUID,i,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 80,119,LIQUID,o,True,medial-dominant,
AB 80,119,LIQUID,u,True,medial-dominant,
AB 80,119,PALATAL,a,True,medial-dominant,"Kober series 'medial-dominant': vowel a matches series partners {'u', 'o', 'a', 'i'}"
AB 80,119,PALATAL,i,True,medial-dominant,"Kober series 'medial-dominant': vowel i matches series partners {'u', 'o', 'a', 'i'}"
AB 80,119,PALATAL,o,True,medial-dominant,"Kober series 'medial-dominant': vowel o matches series partners {'u', 'o', 'a', 'i'}"
AB 80,119,PALATAL,u,True,medial-dominant,"Kober series 'medial-dominant': vowel u matches series partners {'u', 'o', 'a', 'i'}"
AB 80,119,SEMIVOWEL,a,True,medial-dominant,"Kober series 'medial-dominant': vowel a matches series partners {'u', 'o', 'a', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 80,119,SEMIVOWEL,i,True,medial-dominant,"Kober series 'medial-dominant': vowel i matches series partners {'u', 'o', 'a', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 80,119,SEMIVOWEL,o,True,medial-dominant,"Kober series 'medial-dominant': vowel o matches series partners {'u', 'o', 'a', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 80,119,SEMIVOWEL,u,True,medial-dominant,"Kober series 'medial-dominant': vowel u matches series partners {'u', 'o', 'a', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 80,119,VOWEL,a,True,medial-dominant,"Kober series 'medial-dominant': vowel a matches series partners {'u', 'o', 'a', 'i'}"
AB 80,119,VOWEL,i,True,medial-dominant,"Kober series 'medial-dominant': vowel i matches series partners {'u', 'o', 'a', 'i'}"
AB 80,119,VOWEL,o,True,medial-dominant,"Kober series 'medial-dominant': vowel o matches series partners {'u', 'o', 'a', 'i'}"
AB 80,119,VOWEL,u,True,medial-dominant,"Kober series 'medial-dominant': vowel u matches series partners {'u', 'o', 'a', 'i'}"
AB 80,119,PALATAL,e,False,medial-dominant,"Kober series 'medial-dominant': neither consonant (PALATAL not in {'LIQUID', 'VELAR', 'LABIAL', 'DENTAL', 'SIBILANT'}) nor vowel (e not in {'u', 'o', 'a', 'i'}) matches series partners"
AB 80,119,SEMIVOWEL,e,False,medial-dominant,"frequency 119 outside SEMIVOWEL IQR envelope (p50=22.5, IQR=[15.8-29.2]); Kober series 'medial-dominant': neither consonant (SEMIVOWEL not in {'LIQUID', 'VELAR', 'LABIAL', 'DENTAL', 'SIBILANT'}) nor vowel (e not in {'u', 'o', 'a', 'i'}) matches series partners"
AB 80,119,VOWEL,e,False,medial-dominant,"Kober series 'medial-dominant': neither consonant (VOWEL not in {'LIQUID', 'VELAR', 'LABIAL', 'DENTAL', 'SIBILANT'}) nor vowel (e not in {'u', 'o', 'a', 'i'}) matches series partners"
AB 82,3,DENTAL,e,True,boundary-flexible,"Kober series 'boundary-flexible': vowel e matches series partners {'e', 'o', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 82,3,DENTAL,i,True,boundary-flexible,"Kober series 'boundary-flexible': vowel i matches series partners {'e', 'o', 'i'}"
AB 82,3,DENTAL,o,True,boundary-flexible,"Kober series 'boundary-flexible': vowel o matches series partners {'e', 'o', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 82,3,LABIAL,a,True,boundary-flexible,Kober series 'boundary-flexible': consonant LABIAL matches
AB 82,3,LABIAL,e,True,boundary-flexible,
AB 82,3,LABIAL,i,True,boundary-flexible,
AB 82,3,LABIAL,o,True,boundary-flexible,
AB 82,3,LABIAL,u,True,boundary-flexible,Kober series 'boundary-flexible': consonant LABIAL matches; Kober rescue: frequency contradiction overridden by series/triple link
AB 82,3,VELAR,e,True,boundary-flexible,"Kober series 'boundary-flexible': vowel e matches series partners {'e', 'o', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 82,3,VELAR,i,True,boundary-flexible,"Kober series 'boundary-flexible': vowel i matches series partners {'e', 'o', 'i'}"
AB 82,3,VELAR,o,True,boundary-flexible,"Kober series 'boundary-flexible': vowel o matches series partners {'e', 'o', 'i'}"
AB 82,3,SIBILANT,a,True,boundary-flexible,Kober series 'boundary-flexible': consonant SIBILANT matches
AB 82,3,SIBILANT,e,True,boundary-flexible,
AB 82,3,SIBILANT,i,True,boundary-flexible,
AB 82,3,SIBILANT,o,True,boundary-flexible,
AB 82,3,SIBILANT,u,True,boundary-flexible,Kober series 'boundary-flexible': consonant SIBILANT matches
AB 82,3,LIQUID,a,True,boundary-flexible,Kober series 'boundary-flexible': consonant LIQUID matches
AB 82,3,LIQUID,e,True,boundary-flexible,
AB 82,3,LIQUID,i,True,boundary-flexible,Kober rescue: frequency contradiction overridden by series/triple link
AB 82,3,LIQUID,o,True,boundary-flexible,
AB 82,3,LIQUID,u,True,boundary-flexible,Kober series 'boundary-flexible': consonant LIQUID matches
AB 82,3,PALATAL,e,True,boundary-flexible,"Kober series 'boundary-flexible': vowel e matches series partners {'e', 'o', 'i'}"
AB 82,3,PALATAL,i,True,boundary-flexible,"Kober series 'boundary-flexible': vowel i matches series partners {'e', 'o', 'i'}"
AB 82,3,PALATAL,o,True,boundary-flexible,"Kober series 'boundary-flexible': vowel o matches series partners {'e', 'o', 'i'}"
AB 82,3,SEMIVOWEL,e,True,boundary-flexible,"Kober series 'boundary-flexible': vowel e matches series partners {'e', 'o', 'i'}"
AB 82,3,SEMIVOWEL,i,True,boundary-flexible,"Kober series 'boundary-flexible': vowel i matches series partners {'e', 'o', 'i'}"
AB 82,3,SEMIVOWEL,o,True,boundary-flexible,"Kober series 'boundary-flexible': vowel o matches series partners {'e', 'o', 'i'}"
AB 82,3,VOWEL,e,True,boundary-flexible,"Kober series 'boundary-flexible': vowel e matches series partners {'e', 'o', 'i'}"
AB 82,3,VOWEL,i,True,boundary-flexible,"Kober series 'boundary-flexible': vowel i matches series partners {'e', 'o', 'i'}"
AB 82,3,VOWEL,o,True,boundary-flexible,"Kober series 'boundary-flexible': vowel o matches series partners {'e', 'o', 'i'}"
AB 82,3,DENTAL,a,False,boundary-flexible,"frequency 3 outside DENTAL/a envelope (mean=148.5, std=9.5); Kober series 'boundary-flexible': neither consonant (DENTAL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 82,3,DENTAL,u,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (DENTAL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 82,3,VELAR,a,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (VELAR not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 82,3,VELAR,u,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (VELAR not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 82,3,PALATAL,a,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (PALATAL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 82,3,PALATAL,u,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (PALATAL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 82,3,SEMIVOWEL,a,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (SEMIVOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 82,3,SEMIVOWEL,u,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (SEMIVOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 82,3,VOWEL,a,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (VOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 82,3,VOWEL,u,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (VOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 84,1,DENTAL,i,True,,
AB 84,1,DENTAL,u,True,,
AB 84,1,LABIAL,a,True,,
AB 84,1,LABIAL,e,True,,
AB 84,1,LABIAL,o,True,,
AB 84,1,VELAR,a,True,,
AB 84,1,VELAR,i,True,,
AB 84,1,VELAR,o,True,,
AB 84,1,VELAR,u,True,,
AB 84,1,SIBILANT,a,True,,
AB 84,1,SIBILANT,e,True,,
AB 84,1,SIBILANT,i,True,,
AB 84,1,SIBILANT,o,True,,
AB 84,1,SIBILANT,u,True,,
AB 84,1,LIQUID,a,True,,
AB 84,1,LIQUID,e,True,,
AB 84,1,LIQUID,o,True,,
AB 84,1,LIQUID,u,True,,
AB 84,1,PALATAL,a,True,,
AB 84,1,PALATAL,e,True,,
AB 84,1,PALATAL,i,True,,
AB 84,1,PALATAL,o,True,,
AB 84,1,PALATAL,u,True,,
AB 84,1,SEMIVOWEL,a,True,,
AB 84,1,SEMIVOWEL,e,True,,
AB 84,1,SEMIVOWEL,i,True,,
AB 84,1,SEMIVOWEL,o,True,,
AB 84,1,SEMIVOWEL,u,True,,
AB 84,1,VOWEL,a,True,,
AB 84,1,VOWEL,e,True,,
AB 84,1,VOWEL,i,True,,
AB 84,1,VOWEL,o,True,,
AB 84,1,VOWEL,u,True,,
AB 84,1,DENTAL,a,False,,"frequency 1 outside DENTAL/a envelope (mean=148.5, std=9.5)"
AB 84,1,DENTAL,e,False,,"frequency 1 outside DENTAL/e envelope (mean=140.5, std=15.5)"
AB 84,1,DENTAL,o,False,,"frequency 1 outside DENTAL/o envelope (mean=28.5, std=11.5)"
AB 84,1,LABIAL,i,False,,"frequency 1 outside LABIAL/i envelope (mean=6.3, std=1.7)"
AB 84,1,LABIAL,u,False,,"frequency 1 outside LABIAL/u envelope (mean=94.3, std=32.7)"
AB 84,1,VELAR,e,False,,"frequency 1 outside VELAR/e envelope (mean=62.5, std=16.5)"
AB 84,1,LIQUID,i,False,,"frequency 1 outside LIQUID/i envelope (mean=53.0, std=24.0)"
AB 85,8,DENTAL,a,True,,Kober triples: consonant class DENTAL matches 21 confirmed partners; Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 85,8,DENTAL,e,True,,Kober triples: consonant class DENTAL matches 21 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 85,8,DENTAL,i,True,,Kober triples: consonant class DENTAL matches 21 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 85,8,DENTAL,o,True,,Kober triples: consonant class DENTAL matches 21 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 85,8,DENTAL,u,True,,Kober triples: consonant class DENTAL matches 21 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 85,8,LABIAL,a,True,,Kober triples: consonant class LABIAL matches 21 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 85,8,LABIAL,e,True,,Kober triples: consonant class LABIAL matches 21 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 85,8,LABIAL,i,True,,Kober triples: consonant class LABIAL matches 21 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 85,8,LABIAL,o,True,,Kober triples: consonant class LABIAL matches 21 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 85,8,LABIAL,u,True,,Kober triples: consonant class LABIAL matches 21 confirmed partners; Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 85,8,VELAR,a,True,,Kober triples: consonant class VELAR matches 21 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 85,8,VELAR,e,True,,Kober triples: consonant class VELAR matches 21 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 85,8,VELAR,i,True,,Kober triples: consonant class VELAR matches 21 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 85,8,VELAR,o,True,,Kober triples: consonant class VELAR matches 21 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 85,8,VELAR,u,True,,Kober triples: consonant class VELAR matches 21 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 85,8,SIBILANT,a,True,,Kober triples: consonant class SIBILANT matches 21 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 85,8,SIBILANT,e,True,,Kober triples: consonant class SIBILANT matches 21 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 85,8,SIBILANT,i,True,,Kober triples: consonant class SIBILANT matches 21 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 85,8,SIBILANT,o,True,,Kober triples: consonant class SIBILANT matches 21 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 85,8,SIBILANT,u,True,,Kober triples: consonant class SIBILANT matches 21 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 85,8,LIQUID,a,True,,Kober triples: consonant class LIQUID matches 21 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 85,8,LIQUID,e,True,,Kober triples: consonant class LIQUID matches 21 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 85,8,LIQUID,i,True,,Kober triples: consonant class LIQUID matches 21 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 85,8,LIQUID,o,True,,Kober triples: consonant class LIQUID matches 21 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 85,8,LIQUID,u,True,,Kober triples: consonant class LIQUID matches 21 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 85,8,PALATAL,a,True,,Kober triples: consonant class PALATAL matches 21 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 85,8,PALATAL,e,True,,Kober triples: consonant class PALATAL matches 21 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 85,8,PALATAL,i,True,,Kober triples: consonant class PALATAL matches 21 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 85,8,PALATAL,o,True,,Kober triples: consonant class PALATAL matches 21 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 85,8,PALATAL,u,True,,Kober triples: consonant class PALATAL matches 21 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 85,8,SEMIVOWEL,a,True,,Kober triples: vowel a matches confirmed partners
AB 85,8,SEMIVOWEL,e,True,,Kober triples: vowel e matches confirmed partners
AB 85,8,SEMIVOWEL,i,True,,Kober triples: vowel i matches confirmed partners
AB 85,8,SEMIVOWEL,o,True,,Kober triples: vowel o matches confirmed partners
AB 85,8,SEMIVOWEL,u,True,,Kober triples: vowel u matches confirmed partners
AB 85,8,VOWEL,a,True,,Kober triples: consonant class VOWEL matches 21 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 85,8,VOWEL,e,True,,Kober triples: consonant class VOWEL matches 21 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 85,8,VOWEL,i,True,,Kober triples: consonant class VOWEL matches 21 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 85,8,VOWEL,o,True,,Kober triples: consonant class VOWEL matches 21 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 85,8,VOWEL,u,True,,Kober triples: consonant class VOWEL matches 21 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 86,13,DENTAL,a,True,neutral,"Kober series 'neutral': vowel a matches series partners {'e', 'a', 'i'}; Kober triples: consonant class DENTAL matches 9 confirmed partners; Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link"
AB 86,13,DENTAL,e,True,neutral,"Kober series 'neutral': vowel e matches series partners {'e', 'a', 'i'}; Kober triples: consonant class DENTAL matches 9 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link"
AB 86,13,DENTAL,i,True,neutral,"Kober series 'neutral': vowel i matches series partners {'e', 'a', 'i'}; Kober triples: consonant class DENTAL matches 9 confirmed partners; Kober triples: vowel i matches confirmed partners"
AB 86,13,LABIAL,a,True,neutral,Kober triples: consonant class LABIAL matches 9 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 86,13,LABIAL,e,True,neutral,Kober triples: consonant class LABIAL matches 9 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 86,13,LABIAL,i,True,neutral,Kober triples: consonant class LABIAL matches 9 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 86,13,LABIAL,o,True,neutral,Kober series 'neutral': consonant LABIAL matches; Kober triples: consonant class LABIAL matches 9 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 86,13,LABIAL,u,True,neutral,Kober series 'neutral': consonant LABIAL matches; Kober triples: consonant class LABIAL matches 9 confirmed partners; Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 86,13,VELAR,a,True,neutral,"Kober series 'neutral': vowel a matches series partners {'e', 'a', 'i'}; Kober triples: vowel a matches confirmed partners"
AB 86,13,VELAR,e,True,neutral,"Kober series 'neutral': vowel e matches series partners {'e', 'a', 'i'}; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link"
AB 86,13,VELAR,i,True,neutral,"Kober series 'neutral': vowel i matches series partners {'e', 'a', 'i'}; Kober triples: vowel i matches confirmed partners"
AB 86,13,SIBILANT,a,True,neutral,"Kober series 'neutral': vowel a matches series partners {'e', 'a', 'i'}; Kober triples: vowel a matches confirmed partners"
AB 86,13,SIBILANT,e,True,neutral,"Kober series 'neutral': vowel e matches series partners {'e', 'a', 'i'}; Kober triples: vowel e matches confirmed partners"
AB 86,13,SIBILANT,i,True,neutral,"Kober series 'neutral': vowel i matches series partners {'e', 'a', 'i'}; Kober triples: vowel i matches confirmed partners"
AB 86,13,LIQUID,a,True,neutral,Kober triples: consonant class LIQUID matches 9 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 86,13,LIQUID,e,True,neutral,Kober triples: consonant class LIQUID matches 9 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 86,13,LIQUID,i,True,neutral,Kober triples: consonant class LIQUID matches 9 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 86,13,LIQUID,o,True,neutral,Kober series 'neutral': consonant LIQUID matches; Kober triples: consonant class LIQUID matches 9 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 86,13,LIQUID,u,True,neutral,Kober series 'neutral': consonant LIQUID matches; Kober triples: consonant class LIQUID matches 9 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 86,13,PALATAL,a,True,neutral,"Kober series 'neutral': vowel a matches series partners {'e', 'a', 'i'}; Kober triples: consonant class PALATAL matches 9 confirmed partners; Kober triples: vowel a matches confirmed partners"
AB 86,13,PALATAL,e,True,neutral,"Kober series 'neutral': vowel e matches series partners {'e', 'a', 'i'}; Kober triples: consonant class PALATAL matches 9 confirmed partners; Kober triples: vowel e matches confirmed partners"
AB 86,13,PALATAL,i,True,neutral,"Kober series 'neutral': vowel i matches series partners {'e', 'a', 'i'}; Kober triples: consonant class PALATAL matches 9 confirmed partners; Kober triples: vowel i matches confirmed partners"
AB 86,13,SEMIVOWEL,a,True,neutral,"Kober series 'neutral': vowel a matches series partners {'e', 'a', 'i'}; Kober triples: vowel a matches confirmed partners"
AB 86,13,SEMIVOWEL,e,True,neutral,"Kober series 'neutral': vowel e matches series partners {'e', 'a', 'i'}; Kober triples: vowel e matches confirmed partners"
AB 86,13,SEMIVOWEL,i,True,neutral,"Kober series 'neutral': vowel i matches series partners {'e', 'a', 'i'}; Kober triples: vowel i matches confirmed partners"
AB 86,13,VOWEL,a,True,neutral,Kober triples: consonant class VOWEL matches 9 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 86,13,VOWEL,e,True,neutral,Kober triples: consonant class VOWEL matches 9 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 86,13,VOWEL,i,True,neutral,Kober triples: consonant class VOWEL matches 9 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 86,13,VOWEL,o,True,neutral,Kober series 'neutral': consonant VOWEL matches; Kober triples: consonant class VOWEL matches 9 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 86,13,VOWEL,u,True,neutral,Kober series 'neutral': consonant VOWEL matches; Kober triples: consonant class VOWEL matches 9 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 86,13,DENTAL,o,False,neutral,"Kober series 'neutral': neither consonant (DENTAL not in {'VOWEL', 'LABIAL', 'LIQUID'}) nor vowel (o not in {'e', 'a', 'i'}) matches series partners"
AB 86,13,DENTAL,u,False,neutral,"Kober series 'neutral': neither consonant (DENTAL not in {'VOWEL', 'LABIAL', 'LIQUID'}) nor vowel (u not in {'e', 'a', 'i'}) matches series partners"
AB 86,13,VELAR,o,False,neutral,"Kober series 'neutral': neither consonant (VELAR not in {'VOWEL', 'LABIAL', 'LIQUID'}) nor vowel (o not in {'e', 'a', 'i'}) matches series partners"
AB 86,13,VELAR,u,False,neutral,"Kober series 'neutral': neither consonant (VELAR not in {'VOWEL', 'LABIAL', 'LIQUID'}) nor vowel (u not in {'e', 'a', 'i'}) matches series partners"
AB 86,13,SIBILANT,o,False,neutral,"Kober series 'neutral': neither consonant (SIBILANT not in {'VOWEL', 'LABIAL', 'LIQUID'}) nor vowel (o not in {'e', 'a', 'i'}) matches series partners"
AB 86,13,SIBILANT,u,False,neutral,"Kober series 'neutral': neither consonant (SIBILANT not in {'VOWEL', 'LABIAL', 'LIQUID'}) nor vowel (u not in {'e', 'a', 'i'}) matches series partners"
AB 86,13,PALATAL,o,False,neutral,"Kober series 'neutral': neither consonant (PALATAL not in {'VOWEL', 'LABIAL', 'LIQUID'}) nor vowel (o not in {'e', 'a', 'i'}) matches series partners"
AB 86,13,PALATAL,u,False,neutral,"Kober series 'neutral': neither consonant (PALATAL not in {'VOWEL', 'LABIAL', 'LIQUID'}) nor vowel (u not in {'e', 'a', 'i'}) matches series partners"
AB 86,13,SEMIVOWEL,o,False,neutral,"Kober series 'neutral': neither consonant (SEMIVOWEL not in {'VOWEL', 'LABIAL', 'LIQUID'}) nor vowel (o not in {'e', 'a', 'i'}) matches series partners"
AB 86,13,SEMIVOWEL,u,False,neutral,"Kober series 'neutral': neither consonant (SEMIVOWEL not in {'VOWEL', 'LABIAL', 'LIQUID'}) nor vowel (u not in {'e', 'a', 'i'}) matches series partners"
AB 87,2,DENTAL,a,True,,Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 87,2,DENTAL,e,True,,Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 87,2,DENTAL,i,True,,Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 87,2,DENTAL,o,True,,Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 87,2,DENTAL,u,True,,Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 87,2,LABIAL,a,True,,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 87,2,LABIAL,e,True,,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 87,2,LABIAL,i,True,,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 87,2,LABIAL,o,True,,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 87,2,LABIAL,u,True,,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 87,2,VELAR,a,True,,Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 87,2,VELAR,e,True,,Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 87,2,VELAR,i,True,,Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 87,2,VELAR,o,True,,Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 87,2,VELAR,u,True,,Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 87,2,SIBILANT,a,True,,Kober triples: consonant class SIBILANT matches 24 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 87,2,SIBILANT,e,True,,Kober triples: consonant class SIBILANT matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners
