bennett_id,frequency,consonant_class,vowel,plausible,series,reasons
AB 41,240,SIBILANT,e,False,boundary-flexible,"frequency 240 outside SIBILANT/e envelope (mean=33.5, std=33.5); frequency 240 unusually high for e-row (mean=62.0, std=48.9); frequency 240 incompatible with low-frequency class SIBILANT"
AB 41,240,SIBILANT,i,False,boundary-flexible,"frequency 240 outside SIBILANT IQR envelope (p50=8, IQR=[8.0-32.5]); frequency 240 unusually high for i-row (mean=42.8, std=45.5); frequency 240 incompatible with low-frequency class SIBILANT"
AB 41,240,SIBILANT,o,False,boundary-flexible,"frequency 240 outside SIBILANT/o envelope (mean=25.5, std=17.5); frequency 240 unusually high for o-row (mean=59.9, std=79.5); frequency 240 incompatible with low-frequency class SIBILANT"
AB 41,240,SIBILANT,u,False,boundary-flexible,"frequency 240 outside SIBILANT IQR envelope (p50=8, IQR=[8.0-32.5]); frequency 240 unusually high for u-row (mean=83.6, std=60.5); frequency 240 incompatible with low-frequency class SIBILANT"
AB 41,240,PALATAL,a,False,boundary-flexible,"frequency 240 unusually high for a-row (mean=62.9, std=61.8); Kober series 'boundary-flexible': neither consonant (PALATAL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 41,240,PALATAL,u,False,boundary-flexible,"frequency 240 unusually high for u-row (mean=83.6, std=60.5); Kober series 'boundary-flexible': neither consonant (PALATAL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 41,240,SEMIVOWEL,a,False,boundary-flexible,"frequency 240 outside SEMIVOWEL IQR envelope (p50=22.5, IQR=[15.8-29.2]); frequency 240 unusually high for a-row (mean=62.9, std=61.8); Kober series 'boundary-flexible': neither consonant (SEMIVOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 41,240,SEMIVOWEL,e,False,boundary-flexible,"frequency 240 outside SEMIVOWEL IQR envelope (p50=22.5, IQR=[15.8-29.2]); frequency 240 unusually high for e-row (mean=62.0, std=48.9); frequency 240 incompatible with low-frequency class SEMIVOWEL"
AB 41,240,SEMIVOWEL,i,False,boundary-flexible,"frequency 240 outside SEMIVOWEL IQR envelope (p50=22.5, IQR=[15.8-29.2]); frequency 240 unusually high for i-row (mean=42.8, std=45.5); frequency 240 incompatible with low-frequency class SEMIVOWEL"
AB 41,240,SEMIVOWEL,o,False,boundary-flexible,"frequency 240 outside SEMIVOWEL IQR envelope (p50=22.5, IQR=[15.8-29.2]); frequency 240 unusually high for o-row (mean=59.9, std=79.5); frequency 240 incompatible with low-frequency class SEMIVOWEL"
AB 41,240,SEMIVOWEL,u,False,boundary-flexible,"frequency 240 outside SEMIVOWEL IQR envelope (p50=22.5, IQR=[15.8-29.2]); frequency 240 unusually high for u-row (mean=83.6, std=60.5); Kober series 'boundary-flexible': neither consonant (SEMIVOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 41,240,VOWEL,a,False,boundary-flexible,"frequency 240 outside VOWEL IQR envelope (p50=60.0, IQR=[39.2-100.2]); frequency 240 unusually high for a-row (mean=62.9, std=61.8); Kober series 'boundary-flexible': neither consonant (VOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 41,240,VOWEL,u,False,boundary-flexible,"frequency 240 outside VOWEL IQR envelope (p50=60.0, IQR=[39.2-100.2]); frequency 240 unusually high for u-row (mean=83.6, std=60.5); Kober series 'boundary-flexible': neither consonant (VOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 42,0,DENTAL,a,True,,zero frequency — no constraint
AB 42,0,DENTAL,e,True,,zero frequency — no constraint
AB 42,0,DENTAL,i,True,,zero frequency — no constraint
AB 42,0,DENTAL,o,True,,zero frequency — no constraint
AB 42,0,DENTAL,u,True,,zero frequency — no constraint
AB 42,0,LABIAL,a,True,,zero frequency — no constraint
AB 42,0,LABIAL,e,True,,zero frequency — no constraint
AB 42,0,LABIAL,i,True,,zero frequency — no constraint
AB 42,0,LABIAL,o,True,,zero frequency — no constraint
AB 42,0,LABIAL,u,True,,zero frequency — no constraint
AB 42,0,VELAR,a,True,,zero frequency — no constraint
AB 42,0,VELAR,e,True,,zero frequency — no constraint
AB 42,0,VELAR,i,True,,zero frequency — no constraint
AB 42,0,VELAR,o,True,,zero frequency — no constraint
AB 42,0,VELAR,u,True,,zero frequency — no constraint
AB 42,0,SIBILANT,a,True,,zero frequency — no constraint
AB 42,0,SIBILANT,e,True,,zero frequency — no constraint
AB 42,0,SIBILANT,i,True,,zero frequency — no constraint
AB 42,0,SIBILANT,o,True,,zero frequency — no constraint
AB 42,0,SIBILANT,u,True,,zero frequency — no constraint
AB 42,0,LIQUID,a,True,,zero frequency — no constraint
AB 42,0,LIQUID,e,True,,zero frequency — no constraint
AB 42,0,LIQUID,i,True,,zero frequency — no constraint
AB 42,0,LIQUID,o,True,,zero frequency — no constraint
AB 42,0,LIQUID,u,True,,zero frequency — no constraint
AB 42,0,PALATAL,a,True,,zero frequency — no constraint
AB 42,0,PALATAL,e,True,,zero frequency — no constraint
AB 42,0,PALATAL,i,True,,zero frequency — no constraint
AB 42,0,PALATAL,o,True,,zero frequency — no constraint
AB 42,0,PALATAL,u,True,,zero frequency — no constraint
AB 42,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 42,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 42,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 42,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 42,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 42,0,VOWEL,a,True,,zero frequency — no constraint
AB 42,0,VOWEL,e,True,,zero frequency — no constraint
AB 42,0,VOWEL,i,True,,zero frequency — no constraint
AB 42,0,VOWEL,o,True,,zero frequency — no constraint
AB 42,0,VOWEL,u,True,,zero frequency — no constraint
AB 46,16,DENTAL,e,True,boundary-flexible,"Kober series 'boundary-flexible': vowel e matches series partners {'e', 'o', 'i'}; Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link"
AB 46,16,DENTAL,i,True,boundary-flexible,"Kober series 'boundary-flexible': vowel i matches series partners {'e', 'o', 'i'}; Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners"
AB 46,16,DENTAL,o,True,boundary-flexible,"Kober series 'boundary-flexible': vowel o matches series partners {'e', 'o', 'i'}; Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners"
AB 46,16,LABIAL,a,True,boundary-flexible,Kober series 'boundary-flexible': consonant LABIAL matches; Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 46,16,LABIAL,e,True,boundary-flexible,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 46,16,LABIAL,i,True,boundary-flexible,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 46,16,LABIAL,o,True,boundary-flexible,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 46,16,LABIAL,u,True,boundary-flexible,Kober series 'boundary-flexible': consonant LABIAL matches; Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 46,16,VELAR,e,True,boundary-flexible,"Kober series 'boundary-flexible': vowel e matches series partners {'e', 'o', 'i'}; Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link"
AB 46,16,VELAR,i,True,boundary-flexible,"Kober series 'boundary-flexible': vowel i matches series partners {'e', 'o', 'i'}; Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners"
AB 46,16,VELAR,o,True,boundary-flexible,"Kober series 'boundary-flexible': vowel o matches series partners {'e', 'o', 'i'}; Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners"
AB 46,16,SIBILANT,a,True,boundary-flexible,Kober series 'boundary-flexible': consonant SIBILANT matches; Kober triples: consonant class SIBILANT matches 24 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 46,16,SIBILANT,e,True,boundary-flexible,Kober triples: consonant class SIBILANT matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 46,16,SIBILANT,i,True,boundary-flexible,Kober triples: consonant class SIBILANT matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 46,16,SIBILANT,o,True,boundary-flexible,Kober triples: consonant class SIBILANT matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 46,16,SIBILANT,u,True,boundary-flexible,Kober series 'boundary-flexible': consonant SIBILANT matches; Kober triples: consonant class SIBILANT matches 24 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 46,16,LIQUID,a,True,boundary-flexible,Kober series 'boundary-flexible': consonant LIQUID matches; Kober triples: consonant class LIQUID matches 24 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 46,16,LIQUID,e,True,boundary-flexible,Kober triples: consonant class LIQUID matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 46,16,LIQUID,i,True,boundary-flexible,Kober triples: consonant class LIQUID matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 46,16,LIQUID,o,True,boundary-flexible,Kober triples: consonant class LIQUID matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 46,16,LIQUID,u,True,boundary-flexible,Kober series 'boundary-flexible': consonant LIQUID matches; Kober triples: consonant class LIQUID matches 24 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 46,16,PALATAL,e,True,boundary-flexible,"Kober series 'boundary-flexible': vowel e matches series partners {'e', 'o', 'i'}; Kober triples: consonant class PALATAL matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners"
AB 46,16,PALATAL,i,True,boundary-flexible,"Kober series 'boundary-flexible': vowel i matches series partners {'e', 'o', 'i'}; Kober triples: consonant class PALATAL matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners"
AB 46,16,PALATAL,o,True,boundary-flexible,"Kober series 'boundary-flexible': vowel o matches series partners {'e', 'o', 'i'}; Kober triples: consonant class PALATAL matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners"
AB 46,16,SEMIVOWEL,e,True,boundary-flexible,"Kober series 'boundary-flexible': vowel e matches series partners {'e', 'o', 'i'}; Kober triples: vowel e matches confirmed partners"
AB 46,16,SEMIVOWEL,i,True,boundary-flexible,"Kober series 'boundary-flexible': vowel i matches series partners {'e', 'o', 'i'}; Kober triples: vowel i matches confirmed partners"
AB 46,16,SEMIVOWEL,o,True,boundary-flexible,"Kober series 'boundary-flexible': vowel o matches series partners {'e', 'o', 'i'}; Kober triples: vowel o matches confirmed partners"
AB 46,16,VOWEL,e,True,boundary-flexible,"Kober series 'boundary-flexible': vowel e matches series partners {'e', 'o', 'i'}; Kober triples: consonant class VOWEL matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners"
AB 46,16,VOWEL,i,True,boundary-flexible,"Kober series 'boundary-flexible': vowel i matches series partners {'e', 'o', 'i'}; Kober triples: consonant class VOWEL matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners"
AB 46,16,VOWEL,o,True,boundary-flexible,"Kober series 'boundary-flexible': vowel o matches series partners {'e', 'o', 'i'}; Kober triples: consonant class VOWEL matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners"
AB 46,16,DENTAL,a,False,boundary-flexible,"frequency 16 outside DENTAL/a envelope (mean=148.5, std=9.5); Kober series 'boundary-flexible': neither consonant (DENTAL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 46,16,DENTAL,u,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (DENTAL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 46,16,VELAR,a,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (VELAR not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 46,16,VELAR,u,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (VELAR not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 46,16,PALATAL,a,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (PALATAL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 46,16,PALATAL,u,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (PALATAL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 46,16,SEMIVOWEL,a,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (SEMIVOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 46,16,SEMIVOWEL,u,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (SEMIVOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 46,16,VOWEL,a,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (VOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (a not in {'e', 'o', 'i'}) matches series partners"
AB 46,16,VOWEL,u,False,boundary-flexible,"Kober series 'boundary-flexible': neither consonant (VOWEL not in {'LABIAL', 'LIQUID', 'SIBILANT'}) nor vowel (u not in {'e', 'o', 'i'}) matches series partners"
AB 48,1,DENTAL,a,True,,Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 48,1,DENTAL,e,True,,Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 48,1,DENTAL,i,True,,Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 48,1,DENTAL,o,True,,Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 48,1,DENTAL,u,True,,Kober triples: consonant class DENTAL matches 24 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 48,1,LABIAL,a,True,,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 48,1,LABIAL,e,True,,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 48,1,LABIAL,i,True,,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 48,1,LABIAL,o,True,,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 48,1,LABIAL,u,True,,Kober triples: consonant class LABIAL matches 24 confirmed partners; Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 48,1,VELAR,a,True,,Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 48,1,VELAR,e,True,,Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 48,1,VELAR,i,True,,Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 48,1,VELAR,o,True,,Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 48,1,VELAR,u,True,,Kober triples: consonant class VELAR matches 24 confirmed partners; Kober triples: vowel u matches confirmed partners
