la_bennett_id,inscription_id,gorila_id,sequence,character,findspot,period,object_type,syllabograms_before,syllabograms_after,chars_before,chars_after,nearby_numbers,nearby_fractions,all_inscription_logograms,pattern_frequency,morphology_cross_reference
A 387,1465,PH3a,1,𐛠,Phaistos,Uncertain,tablet (page-shaped),*556,"
 
 1",𐝫,𐄇 𐘳 𐝫,1; 1; 1,,A 387; A 388; A 389; A 390; A 566,,
A 388,1465,PH3a,5,𐛡,Phaistos,Uncertain,tablet (page-shaped),"
 
 1",*563,𐄇 𐘳 𐝫,𐄇,1; 1; 1; 1,,A 387; A 388; A 389; A 390; A 566,,
A 390,1465,PH3a,7,𐛣,Phaistos,Uncertain,tablet (page-shaped),*563,,𐄇,,1; 1; 1,,A 387; A 388; A 389; A 390; A 566,,
A 566,1465,PH3a,8,𐝓,Phaistos,Uncertain,tablet (page-shaped),,"
",,𐝫,1; 1,,A 387; A 388; A 389; A 390; A 566,,
A 389,1465,PH3a,10,𐛢,Phaistos,Uncertain,tablet (page-shaped),"
",,𐝫,,1,,A 387; A 388; A 389; A 390; A 566,,
A 566,1465,PH3a,11,𐝓,Phaistos,Uncertain,tablet (page-shaped),,"
 PA",,𐘂 𐘴,1,,A 387; A 388; A 389; A 390; A 566,,
A 566,1465,PH3a,14,𐝓,Phaistos,Uncertain,tablet (page-shaped),"
 PA","
 𐝫 𐝫 𐝫 𐄇",𐘂 𐘴,𐝫 𐘂 𐝫 𐝫 𐄇,1,,A 387; A 388; A 389; A 390; A 566,,
A 379,1466,PH3b,1,𐛘,Phaistos,Uncertain,tablet (page-shaped),]MI+JA,,𐝫,,,,A 379; A 568; VASE 4,,
A 568,1466,PH3b,2,𐝕,Phaistos,Uncertain,tablet (page-shaped),,"SI 
 𐝫",,𐝫 𐝫 𐘤,0.75,,A 379; A 568; VASE 4,,
VASE 4,1466,PH3b,6,𐝃,Phaistos,Uncertain,tablet (page-shaped),"SI 
 𐝫",SI ¹⁄₄ 𐝫 jo 𐄇,𐝫 𐝫 𐘤,𐝫 𐝫 𐝫 𐘤 𐄇,0.75; 0.25; 1,,A 379; A 568; VASE 4,,
VASE 4,1466,PH3b,12,𐝃,Phaistos,Uncertain,tablet (page-shaped),SI ¹⁄₄ 𐝫 jo 𐄇,𐝫 𐝫,𐝫 𐝫 𐝫 𐘤 𐄇,𐝫 𐝫,0.25; 1,,A 379; A 568; VASE 4,,
VASE 9,1469,PH7b,4,𐝈,Phaistos,Uncertain,tablet (page-shaped),𐝫 TA 1 L,"DA L 
 *131C",𐝫 𐝫 𐘳 𐄇,𐝫 𐝫 𐘀 𐘴,1; 1,,VASE 4; VASE 9,,
VASE 9,1469,PH7b,9,𐝈,Phaistos,Uncertain,tablet (page-shaped),"DA L 
 *131C","
 𐝫 zo?",𐝫 𐝫 𐘀 𐘴,𐝫 𐝫 𐙏,,,VASE 4; VASE 9,,
VASE 9,1469,PH7b,13,𐝈,Phaistos,Uncertain,tablet (page-shaped),"
 𐝫 zo?",,𐝫 𐝫 𐙏,,,,VASE 4; VASE 9,,
VASE 4,1469,PH7b,14,𐝃,Phaistos,Uncertain,tablet (page-shaped),,𐝫,,𐝫,,,VASE 4; VASE 9,,
A 505,1471,PH8b,4,𐜢,Phaistos,Uncertain,tablet (page-shaped),"𐝫 *316 1 
","
 𐝫",𐝫 𐝫 𐙨 𐄇,𐝫 𐝫,1; 1,,A 505,,
A 304,1472,PH9a,2,𐚍,Phaistos,Uncertain,tablet (page-shaped),*317 QE,,𐙩 𐘿,,,,A 304; A 562,,
A 562,1472,PH9a,3,𐝏,Phaistos,Uncertain,tablet (page-shaped),,,,,,,A 304; A 562,,
A 335,1473,PH9b,1,𐚬,Phaistos,Uncertain,tablet (page-shaped),*412,VIN 1,𐝫,𐙍 𐄇,1,,A 335; VASE 7,,
VASE 7,1473,PH9b,4,𐝆,Phaistos,Uncertain,tablet (page-shaped),VIN 1,,𐙍 𐄇,,1,,A 335; VASE 7,,
VASE 7,1473,PH9b,5,𐝆,Phaistos,Uncertain,tablet (page-shaped),,,,,1,,A 335; VASE 7,,
A 306,1474,PH10,0,𐚏,Phaistos,MM II,Label,,E,,𐘡,,,A 305; A 306; VASE 9,,
A 305,1474,PH10,2,𐚎,Phaistos,MM II,Label,E,HIDE+[?],𐘡,𐙒,,,A 305; A 306; VASE 9,,
VASE 9,1474,PH10,4,𐝈,Phaistos,MM II,Label,HIDE+[?],,𐙒,,,,A 305; A 306; VASE 9,,
VASE 9,1474,PH10,5,𐝈,Phaistos,MM II,Label,,,,,,,A 305; A 306; VASE 9,,
VASE 9,1476,PH12a,5,𐝈,Phaistos,Uncertain,Lames (short thin tablet),VIR+[?] *339 HIDE+[?] 10 𐝈𐝈,,𐙇 𐙿 𐙒 𐄐 𐝫,,10,,VASE 9,,
VASE 9,1476,PH12a,6,𐝈,Phaistos,Uncertain,Lames (short thin tablet),,,,,10,,VASE 9,,
VASE 4,1477,PH12b,0,𐝃,Phaistos,Uncertain,Lames (short thin tablet),,"
 𐝫",,𐝫 𐝫,,,VASE 4,,
VASE 4,1477,PH12b,3,𐝃,Phaistos,Uncertain,Lames (short thin tablet),"
 𐝫",,𐝫 𐝫,,0.25,,VASE 4,,
VASE 4,1477,PH12b,4,𐝃,Phaistos,Uncertain,Lames (short thin tablet),,𐝫,,𐝫,0.25,,VASE 4,,
VASE 4,1479,PH13a,4,𐝃,Phaistos,Uncertain,Lames (short thin tablet),HIDE+[?] *328 𐝫𐝃𐝃 𐝫,,𐝫 𐙒 𐙴 𐝫,,,,VASE 4,,
VASE 4,1479,PH13a,5,𐝃,Phaistos,Uncertain,Lames (short thin tablet),,,,,,,VASE 4,,
A 307,1480,PH13b,1,𐚐,Phaistos,Uncertain,Lames (short thin tablet),*356,,𐝫,,,,A 307,,
VASE 4,1481,PH13c,3,𐝃,Phaistos,Uncertain,Lames (short thin tablet),TE ZU 𐝃𐝃𐝫,,𐝫 𐘃 𐙀,,,,VASE 4,,
VASE 4,1481,PH13c,4,𐝃,Phaistos,Uncertain,Lames (short thin tablet),,𐝫,,𐝫,,,VASE 4,,
A 308,1485,PH15b,1,𐚑,Phaistos,Uncertain,Lames (short thin tablet),*357,? 𐝫,𐝫,𐙒 𐝫,,,A 308,,
A 309,1486,PH16a,6,𐚒,Phaistos,Uncertain,Lames (short thin tablet),"NA 
 — *358 𐝫",pu 𐝫,𐘠 𐘅 𐝫 — 𐝫,𐘝 𐝫,,,A 309,,
A 310,1488,PH17a,1,𐚓,Phaistos,Uncertain,Lames (short thin tablet),*359,𐝫,𐝫,𐝫,,,A 310,,
A 311,1489,PH17b,1,𐚔,Phaistos,Uncertain,Lames (short thin tablet),*360,𐝫,𐝫,𐝫,,,A 311,,
VASE 7,1493,PH22a,1,𐝆,Phaistos,Uncertain,tablet (page-shaped),𐝫𐝆𐝆,,𐝫,,,,VASE 7,,
VASE 7,1493,PH22a,2,𐝆,Phaistos,Uncertain,tablet (page-shaped),,,,,,,VASE 7,,
VASE 4,1497,PH26,2,𐝃,Phaistos,MM II,tablet (page-shaped),*314 𐝃𐝏𐝏𐝏𐝫,,𐝫 𐙦,,,,A 562; VASE 4,,
A 562,1497,PH26,3,𐝏,Phaistos,MM II,tablet (page-shaped),,,,,,,A 562; VASE 4,,
A 562,1497,PH26,4,𐝏,Phaistos,MM II,tablet (page-shaped),,,,,,,A 562; VASE 4,,
A 562,1497,PH26,5,𐝏,Phaistos,MM II,tablet (page-shaped),,𐝫,,𐝫,,,A 562; VASE 4,,
VASE 4,1503,PH30,3,𐝃,Phaistos,MM II,tablet (page-shaped),𐝫 TI ¹⁄₄,"MA RI MI DE ?,de?",𐝫 𐝫 𐘠,𐝫 𐝫 𐙁 𐘙 𐘭,0.25,,VASE 4,,
A 353,1504,PH(?)31a,6,𐚾,Phaistos,Uncertain,tablet (page-shaped),"A 
 RU 1 
","DI 1 
 *22F 
",𐝫 𐘇 𐝫 𐝫 𐘘,𐄇 𐙁 𐘆 𐘑 𐄇,1; 1; 1; 1,,A 353,,
A 353,1504,PH(?)31a,33,𐚾,Phaistos,Uncertain,tablet (page-shaped),"1 
 *21M 
 *21F",𐄇 zo 𐄋 za 𐄉,𐝫 𐝫 𐄇 𐙂 𐘁,𐄇 𐘑 𐄋 𐘐 𐄉,1; 1; 1; 5; 3,,A 353,,
VASE 7,1516,PHWc41,2,𐝆,Phaistos,MM II,roundel,VIN 1,,𐙍 𐄇,,1,,VASE 7,,
VASE 2,1540,PKZb?,5,𐝁,Palaikastro,Uncertain,Clay vessel,"A PA₃ DI 
 ¹⁄₃",,𐘇 𐘰 𐘆 𐝫 𐘙,,0.3333,,VASE 2,,
VASE 7,1555,PYR2,2,𐝆,Pyrgos,Uncertain,Lames (short thin tablet),*304 ¹⁄₂,,𐝫 𐙘,,0.5,,VASE 7,,
VASE 8,1558,SAMWa1,6,𐝇,Samothrace,MM II,Nodule,SA SA RA TE 10,,𐘞 𐘞 𐘴 𐘃 𐄐,,10,,VASE 8,,
VASE 4,1598,TY3a,6,𐝃,Tylissos,Uncertain,tablet (page-shaped),"*321 OLE+KI ¹⁄₄ 
",,𐘍 𐙭 𐄐 𐄋,,15; 10; 5; 20; 2,A 728,A 312; VASE 3; VASE 4; VASE 7,,
VASE 7,1598,TY3a,15,𐝆,Tylissos,Uncertain,tablet (page-shaped),OLE+MI,¹⁄₂,𐄉,𐝫,5; 3; 7; 0.5; 7,A 729; A 728,A 312; VASE 3; VASE 4; VASE 7,,
VASE 7,1598,TY3a,20,𐝆,Tylissos,Uncertain,tablet (page-shaped),"
","𐄁 OLE+KI 51 
 OLE+KI+U",𐄍,— 𐘇 𐘬 𐝫 𐄁,7; 0.5; 7; 51,A 728,A 312; VASE 3; VASE 4; VASE 7,,
VASE 3,1598,TY3a,32,𐝂,Tylissos,Uncertain,tablet (page-shaped),"
 OLE+KI+ME OLE+QIf",OLIV,𐄔 𐄇 𐄈,𐄇,0.2; 50; 1; 2; 1; 4,A 729,A 312; VASE 3; VASE 4; VASE 7,,
VASE 7,1598,TY3a,37,𐝆,Tylissos,Uncertain,tablet (page-shaped),—,"DA OLE+U 21 
 OLE+MI",𐄊,𐝫 𐙋 𐝫 𐄊 𐝫,4; 1; 4; 21; 4,A 729,A 312; VASE 3; VASE 4; VASE 7,,
VASE 3,1598,TY3a,60,𐝂,Tylissos,Uncertain,tablet (page-shaped),"
 KI 5 
 OLE+TU",— a ta? ja,𐘬 𐘮 𐙖 𐝫 𐄍,— 𐘇 𐙂 𐘹,5; 7,,A 312; VASE 3; VASE 4; VASE 7,,
A 312,1598,TY3a,65,𐚕,Tylissos,Uncertain,tablet (page-shaped),— a ta? ja,𐝫 𐝫 ? 𐄋,— 𐘇 𐙂 𐘹,𐝫 𐝫 𐘸 𐄋,1; 5,,A 312; VASE 3; VASE 4; VASE 7,,
A 355,1604,ZA1a,0,𐛀,Zakros,Uncertain,stone vessel,,𐄁 KI RE ZA 𐄁,,𐄁 𐘸 𐘙 𐘍 𐄁,,,A 355; VASE 7,,
VASE 7,1604,ZA1a,9,𐝆,Zakros,Uncertain,stone vessel,ZA 𐄁 NI 42 ¹⁄₂,"5 
 𐝫",𐘍 𐄁 𐘝 𐄓 𐄈,𐘍 𐄋 𐝫,40; 2; 5; 5,,A 355; VASE 7,,
VASE 7,1609,ZA5b,9,𐝆,Zakros,Uncertain,stone vessel,20 SI PI KI 1,MA KA I TA 3,𐄑 𐘤 𐘢 𐘸 𐄇,𐙁 𐘾 𐘚 𐘳 𐄉,20; 1; 3,,VASE 7,,
A 400,1610,ZA6a,31,𐛭,Zakros,Uncertain,stone vessel,"
 
 𐄁 OLIV 25",20 SE 𐄑 𐝫 𐄁,𐝫 𐄈 𐝫 𐘜 𐘽,𐝫 𐝫 𐄑 𐝫 𐄁,2; 25; 20; 20,,A 400,,
A 400,1611,ZA6b,5,𐛭,Zakros,Uncertain,stone vessel,I KU JU TI *28B,50,𐘚 𐙂 𐘶 𐘠 𐘛,𐄔,50; 0.25; 40,A 716; A 718,A 400; VASE 4,,
VASE 4,1611,ZA6b,7,𐝃,Zakros,Uncertain,stone vessel,50,,𐄔,,50; 40; 10,A 716; A 718,A 400; VASE 4,,
A 400,1611,ZA6b,14,𐛭,Zakros,Uncertain,stone vessel,10 *312 TA₂,"40 
 
 — PA",𐄐 𐙢 𐘷,𐄓 𐝫 𐝫 𐄑 —,40; 10; 40; 20,A 718,A 400; VASE 4,,
VASE 5,1613,ZA7b,4,𐝄,Zakros,Uncertain,stone vessel,"A MA 
 
",,𐘇 𐙁 𐝫 𐝫,,,,VASE 10; VASE 5,,
VASE 10,1613,ZA7b,5,𐝉,Zakros,Uncertain,stone vessel,,𐝫 𐝫,,𐝫 𐝫,,,VASE 10; VASE 5,,
VASE 7,1614,ZA8,8,𐝆,Zakros,LM IB,stone vessel,A TA RE 𐄁 NI,KU TU KO RE,𐘇 𐘳 𐘙 𐄁 𐘝,𐙂 𐘹 𐘺 𐘙,,,VASE 2; VASE 3; VASE 4; VASE 7,,
VASE 3,1614,ZA8,13,𐝂,Zakros,LM IB,stone vessel,KU TU KO RE,,𐙂 𐘹 𐘺 𐘙,,0.5,,VASE 2; VASE 3; VASE 4; VASE 7,,
VASE 3,1614,ZA8,14,𐝂,Zakros,LM IB,stone vessel,,A RI NI TA 1,,𐘇 𐘭 𐘝 𐘳 𐄇,1,,VASE 2; VASE 3; VASE 4; VASE 7,,
VASE 2,1614,ZA8,21,𐝁,Zakros,LM IB,stone vessel,RI NI TA 1 ?,,𐘭 𐘝 𐘳 𐄇 𐝫,,1; 0.5,,VASE 2; VASE 3; VASE 4; VASE 7,,
VASE 2,1614,ZA8,22,𐝁,Zakros,LM IB,stone vessel,,"NU MA PA ¹⁄₂ 
",,𐘳 𐘚 𐘯 𐙁 𐘂,1; 0.5,,VASE 2; VASE 3; VASE 4; VASE 7,,
VASE 7,1614,ZA8,28,𐝆,Zakros,LM IB,stone vessel,"NU MA PA ¹⁄₂ 
","I SE 2 𐝃𐝆 
",𐘳 𐘚 𐘯 𐙁 𐘂,𐙁 𐘾 𐘚 𐘈 𐄈,0.5; 2; 2,,VASE 2; VASE 3; VASE 4; VASE 7,,
VASE 4,1614,ZA8,34,𐝃,Zakros,LM IB,stone vessel,"I SE 2 𐝃𐝆 
",,𐙁 𐘾 𐘚 𐘈 𐄈,,2; 2; 2; 0.5,,VASE 2; VASE 3; VASE 4; VASE 7,,
VASE 7,1614,ZA8,35,𐝆,Zakros,LM IB,stone vessel,,"TA 2 ¹⁄₂ 
 KA",,𐘀 𐘚 𐘢 𐘳 𐄈,2; 2; 2; 0.5; 2,,VASE 2; VASE 3; VASE 4; VASE 7,,
VASE 7,1614,ZA8,41,𐝆,Zakros,LM IB,stone vessel,"TA 2 ¹⁄₂ 
 KA",4 ? ro 𐄊,𐘀 𐘚 𐘢 𐘳 𐄈,𐘾 𐘚 𐘁 𐄊,2; 0.5; 2; 4; 4,,VASE 2; VASE 3; VASE 4; VASE 7,,
VASE 2,1614,ZA8,46,𐝁,Zakros,LM IB,stone vessel,4 ? ro 𐄊,,𐘾 𐘚 𐘁 𐄊,,4; 4,,VASE 2; VASE 3; VASE 4; VASE 7,,
VASE 2,1614,ZA8,47,𐝁,Zakros,LM IB,stone vessel,,,,,4; 4,,VASE 2; VASE 3; VASE 4; VASE 7,,
A 352,1615,ZA9,8,𐚽,Zakros,LM IB,stone vessel,"
 
 RA 5 
","
 SI QI+SI 4 
",𐄁 𐘍 𐝫 𐝫 𐘴,𐄋 𐝫 𐝫 𐘁 𐘤,5; 5; 4,,A 352,,
A 352,1615,ZA9,16,𐚽,Zakros,LM IB,stone vessel,"QI+SI 4 
 A TA","𐄁 QI+SI 2 
 𐄁",𐝫 𐘁 𐘤 𐘴 𐝫,𐄊 𐘇 𐘳 𐘅 𐝫,4; 4; 2,,A 352,,
A 352,1615,ZA9,24,𐚽,Zakros,LM IB,stone vessel,"2 
 𐄁 MA JU",2 WI RA RE MI,𐘳 𐘅 𐝫 𐄁 𐝫,𐄈 𐄁 𐝫 𐙁 𐘶,2; 2,,A 352,,
A 313,1617,ZA10b,1,𐚖,Zakros,Uncertain,stone vessel,WA,2 DU RE ZA SE,𐘮,𐄈 𐘬 𐘙 𐘍 𐘈,2,,A 313; VASE 7,,
VASE 7,1617,ZA10b,42,𐝆,Zakros,Uncertain,stone vessel,1 KA KU NE TE,TA 2 DU 1 𐝫,𐄇 𐘾 𐙂 𐘗 𐘃,𐘳 𐄈 𐘬 𐄇 𐝫,1; 2; 1,,A 313; VASE 7,,
A 355,1618,ZA11a,8,𐛀,Zakros,Uncertain,stone vessel,RA ME TA₂ 𐄁 *516,"
",𐘴 𐘋 𐝫 𐘷 𐄁,𐄁,,,A 355; A 386; A 400; VASE 10; VASE 4; VASE 7; VASE 9,,
A 400,1618,ZA11a,10,𐛭,Zakros,Uncertain,stone vessel,"
","RA SI VIN ¹⁄₂ 
",𐄁,𐝫 𐝫 𐘴 𐙁 𐘤,0.5,,A 355; A 386; A 400; VASE 10; VASE 4; VASE 7; VASE 9,,
VASE 7,1618,ZA11a,17,𐝆,Zakros,Uncertain,stone vessel,"SI VIN ¹⁄₂ 
 E","RU ¹⁄₄ 
 JU 𐝈𐝉",𐝫 𐘴 𐙁 𐘤 𐙍,𐝫 𐝫 𐘡 𐙂 𐘘,0.5; 0.25,,A 355; A 386; A 400; VASE 10; VASE 4; VASE 7; VASE 9,,
VASE 4,1618,ZA11a,24,𐝃,Zakros,Uncertain,stone vessel,"¹⁄₄ 
 JU 𐝈𐝉 
","
",𐝫 𐘡 𐙂 𐘘 𐄈,𐘶,0.25; 2; 4,,A 355; A 386; A 400; VASE 10; VASE 4; VASE 7; VASE 9,,
VASE 9,1618,ZA11a,26,𐝈,Zakros,Uncertain,stone vessel,"
",,𐘶,,2; 4; 4,,A 355; A 386; A 400; VASE 10; VASE 4; VASE 7; VASE 9,,
VASE 10,1618,ZA11a,27,𐝉,Zakros,Uncertain,stone vessel,,KU,,𐙍,2; 4,,A 355; A 386; A 400; VASE 10; VASE 4; VASE 7; VASE 9,,
VASE 7,1618,ZA11a,29,𐝆,Zakros,Uncertain,stone vessel,KU,,𐙍,,4; 4,,A 355; A 386; A 400; VASE 10; VASE 4; VASE 7; VASE 9,,
A 386,1618,ZA11a,30,𐛟,Zakros,Uncertain,stone vessel,,1 PI *310 A,,𐄊 𐙂 𐘂 𐄁,4; 4,,A 355; A 386; A 400; VASE 10; VASE 4; VASE 7; VASE 9,,
A 400,1618,ZA11a,35,𐛭,Zakros,Uncertain,stone vessel,1 PI *310 A,OLIV 2 𐝫 ? a,𐄊 𐙂 𐘂 𐄁,𐄇 𐝫 𐘢 𐙠 𐘇,4; 1; 2,,A 355; A 386; A 400; VASE 10; VASE 4; VASE 7; VASE 9,,
A 355,1619,ZA11b,3,𐛀,Zakros,Uncertain,stone vessel,E TO RI,𐄁 SA *301 RI 𐄁,𐘡 𐘄 𐘭,𐄁 𐘞 𐙕 𐘭 𐄁,,,A 355; A 400,,
A 400,1619,ZA11b,9,𐛭,Zakros,Uncertain,stone vessel,𐄁 SA *301 RI 𐄁,"1 
 OLIV 1 
",𐄁 𐘞 𐙕 𐘭 𐄁,𐄇 𐝫 𐘚 𐙋 𐄇,1; 1; 1,,A 355; A 400,,
A 400,1619,ZA11b,26,𐛭,Zakros,Uncertain,stone vessel,"𐄁 GRA+PA 
 𐝫 𐄁",𐄉 𐝫,𐘴 𐄈 𐙂 𐘂 𐄁,𐄉 𐝫,2; 3,,A 355; A 400,,
A 314,1623,ZA14,10,𐚗,Zakros,LM IB,stone vessel,*118 1 PU NI KA,3 QA TI JU 8,𐙈 𐄇 𐘫 𐘝 𐘾,𐄉 𐘌 𐘠 𐘶 𐄎,1; 3; 8,,A 314,,
VASE 7,1624,ZA15a,31,𐝆,Zakros,Uncertain,stone vessel,"
 PI KI 2 ¹⁄₂","SA MU 5 
 MI",𐄌 𐘤 𐘢 𐘸 𐄈,𐘱 𐘞 𐘕 𐄋 𐘞,6; 2; 2; 5; 5,,A 314; VASE 7,,
A 314,1624,ZA15a,41,𐚗,Zakros,Uncertain,stone vessel,"MI DA E 4 
",MA SE 5 𐄋,𐘞 𐘻 𐘀 𐘡 𐄊,𐘥 𐙁 𐘈 𐄋,4; 4; 5; 5,,A 314; VASE 7,,
A 400,1628,ZA18a,8,𐛭,Zakros,Uncertain,stone vessel,"𐄁 
 *321 𐄁 GRA+PA",double,𐝫 𐄁 𐙂 𐙭 𐄁,𐄈,2; 2,,A 400; VASE 2; VASE 3; VASE 4,,
VASE 3,1628,ZA18a,10,𐝂,Zakros,Uncertain,stone vessel,double,,𐄈,,2; 2; 2; 2,,A 400; VASE 2; VASE 3; VASE 4,,
VASE 3,1628,ZA18a,11,𐝂,Zakros,Uncertain,stone vessel,,2 double mina,,𐙉 𐝫 𐄈,2; 2; 2; 2,,A 400; VASE 2; VASE 3; VASE 4,,
VASE 3,1628,ZA18a,15,𐝂,Zakros,Uncertain,stone vessel,2 double mina,,𐙉 𐝫 𐄈,,2; 2; 0.25,,A 400; VASE 2; VASE 3; VASE 4,,
VASE 3,1628,ZA18a,16,𐝂,Zakros,Uncertain,stone vessel,,,,,2; 2; 0.25,,A 400; VASE 2; VASE 3; VASE 4,,
VASE 2,1628,ZA18a,18,𐝁,Zakros,Uncertain,stone vessel,,,,,2; 0.25,,A 400; VASE 2; VASE 3; VASE 4,,
VASE 2,1628,ZA18a,19,𐝁,Zakros,Uncertain,stone vessel,,𐝫,,𐙋,2,,A 400; VASE 2; VASE 3; VASE 4,,
VASE 4,1628,ZA18a,21,𐝃,Zakros,Uncertain,stone vessel,𐝫,𐝫,𐙋,𐝫,0.25,,A 400; VASE 2; VASE 3; VASE 4,,
A 568,1629,ZA18b,2,𐝕,Zakros,Uncertain,stone vessel,𐝫 2,,𐝫 𐄈,,2,,A 568; VASE 10,,
VASE 10,1629,ZA18b,3,𐝉,Zakros,Uncertain,stone vessel,,𐝫 𐝫,,𐝫 𐝫,2,,A 568; VASE 10,,
A 400,1642,ZA28,2,𐛭,Zakros,Uncertain,stone vessel,𐝫 GRA+PA,"
 𐝫 𐝫",𐝫 𐝫,𐄇 𐝫 𐝫,1,,A 400,,
VASE 7,1663,ARKH1a,24,𐝆,Arkhalkhori,Uncertain,tablet (page-shaped),A PA MI KI SA,a pa 𐝫 𐝫 ?,𐙈 𐝫 𐝫 𐘗 𐄈,𐘇 𐘂 𐝫 𐝫 𐘻,2,,VASE 7,,
VASE 3,1666,ARKH3a,6,𐝂,Arkhalkhori,Uncertain,tablet (page-shaped),"NE GRA 
 ¹⁄₅ OLIV","
 *131B",𐘾 𐘗 𐙉 𐝫 𐝫,𐙋 𐄉,0.2; 3; 2; 2; 2,,VASE 3,,
VASE 3,1666,ARKH3a,9,𐝂,Arkhalkhori,Uncertain,tablet (page-shaped),"
 *131B","2 
 *317 
 𐝫",𐙋 𐄉,𐙎 𐄈 𐝫 𐝫 𐄈,0.2; 3; 3; 2; 2; 2,,VASE 3,,
VASE 3,1672,ARKH7,3,𐝂,Arkhalkhori,LM IB,tablet (page-shaped),𐝫 — *308,𐝫,𐝫 — 𐙜,𐝫,,,VASE 3,,
VASE 5,1681,GO2r,4,𐝄,Gournia,Uncertain,tablet (page-shaped),"𐝫 SI 
 ¹⁄₈","2 
 
 SI RO",𐝫 𐘤 𐝫 𐘾,𐘤 𐄈 𐘀 𐝫 𐘤,0.125; 2; 2,,VASE 4; VASE 5,,
VASE 4,1681,GO2r,12,𐝃,Gournia,Uncertain,tablet (page-shaped),"
 SI RO ¹⁄₄ 
","
 𐝫 se 𐝫 𐝫",𐘀 𐝫 𐘤 𐘀 𐘁,𐝫 𐝫 𐘈 𐝫 𐝫,0.25,,VASE 4; VASE 5,,
VASE 5,1682,GO2v,2,𐝄,Gournia,Uncertain,tablet (page-shaped),𐝫 1,DA RE 1 SE SI,𐝫 𐄇,𐘀 𐝫 𐘙 𐄇 𐝫,1; 1; 1,,VASE 5,,
A 568,1697,KH101,5,𐝕,Khania,Uncertain,tablet (page-shaped),"32 CYP 
 ³⁄₄ 𐝫",𐝫,𐝫 𐄒 𐄈 𐙗 𐝫,𐝫,32; 30; 2; 0.75,,A 568,,
A 332,1706,ZO1,0,𐚩,Zominthos,Uncertain,tablet (page-shaped),,VS 217 𐄍,,𐄚 𐄐 𐄍,200; 10; 7,,A 332,,
A 568,1708,LACHZa1,7,𐝕,Larani,Uncertain,stone vessel,RI DA U 𐄁 SE,,𐘭 𐘀 𐘉 𐄁 𐘈,,,,A 568,,
VASE 7,1712,KH104,1,𐝆,Khania,Uncertain,tablet (page-shaped),GRA,𐝫 DA RE GRA,𐙉,𐝫 𐘀 𐘙 𐙉,,,VASE 7,,
A 333,1718,KNZg57a,14,𐚪,Knossos,Uncertain,ivory object,NI 𐝫 𐝫 𐝫 𐝫,𐝫 𐝫,𐘝 𐝫 𐝫 𐝫 𐝫,𐝫 𐝫,,,A 333,,
SUMMARY:A 334,,,,,,,PATTERN_SUMMARY,,,,,,,,15,
SUMMARY:VASE 4,,,,,,,PATTERN_SUMMARY,,,,,,,,9,"𐝫~𐘇𐘳𐝫𐘚𐙕𐘮𐘱 (fuzzy morph, count=3)"
SUMMARY:VASE 4,,,,,,,PATTERN_SUMMARY,,𐝫,,,,,,3,"𐝫~𐘇𐘳𐝫𐘚𐙕𐘮𐘱 (fuzzy morph, count=3)"
SUMMARY:VASE 4,,,,,,,PATTERN_SUMMARY,WA,,,,,,,2,"𐝫~𐘇𐘳𐝫𐘚𐙕𐘮𐘱 (fuzzy morph, count=3)"
SUMMARY:VASE 2,,,,,,,PATTERN_SUMMARY,,,,,,,,8,"𐝫~𐘇𐘳𐝫𐘚𐙕𐘮𐘱 (fuzzy morph, count=2)"
SUMMARY:VASE 2,,,,,,,PATTERN_SUMMARY,,𐝫,,,,,,2,"𐝫~𐘇𐘳𐝫𐘚𐙕𐘮𐘱 (fuzzy morph, count=2)"
SUMMARY:A 393,,,,,,,PATTERN_SUMMARY,,,,,,,,8,
SUMMARY:VASE 7,,,,,,,PATTERN_SUMMARY,,,,,,,,7,
SUMMARY:VASE 7,,,,,,,PATTERN_SUMMARY,OLE *307 1,,,,,,,2,
SUMMARY:VASE 7,,,,,,,PATTERN_SUMMARY,VIN 1,,,,,,,2,
SUMMARY:VASE 3,,,,,,,PATTERN_SUMMARY,,,,,,,,7,
SUMMARY:VASE 8,,,,,,,PATTERN_SUMMARY,,,,,,,,5,
SUMMARY:VASE 8,,,,,,,PATTERN_SUMMARY,¹⁄₁₆,,,,,,,2,
SUMMARY:A 394,,,,,,,PATTERN_SUMMARY,,,,,,,,5,
SUMMARY:VASE 1,,,,,,,PATTERN_SUMMARY,,,,,,,,4,
SUMMARY:VASE 10,,,,,,,PATTERN_SUMMARY,,𐝫 𐝫,,,,,,4,
SUMMARY:VASE 10,,,,,,,PATTERN_SUMMARY,,,,,,,,3,
SUMMARY:VASE 6,,,,,,,PATTERN_SUMMARY,,,,,,,,3,
SUMMARY:A 381,,,,,,,PATTERN_SUMMARY,,,,,,,,3,
SUMMARY:A 332,,,,,,,PATTERN_SUMMARY,,,,,,,,3,
SUMMARY:A 331,,,,,,,PATTERN_SUMMARY,,,,,,,,3,
SUMMARY:A 562,,,,,,,PATTERN_SUMMARY,,,,,,,,3,
SUMMARY:A 392,,,,,,,PATTERN_SUMMARY,,,,,,,,2,
SUMMARY:A 350,,,,,,,PATTERN_SUMMARY,,,,,,,,2,
SUMMARY:A 348,,,,,,,PATTERN_SUMMARY,,,,,,,,2,
SUMMARY:VASE 5,,,,,,,PATTERN_SUMMARY,,,,,,,,2,
